Year,U_1.400eV,U_1.544eV,U_1.689eV,U_1.833eV,U_1.978eV,U_2.122eV,U_2.267eV,U_2.411eV,U_2.556eV,U_2.700eV,Total,Active,Inert
0.0000,1.485015e+26,3.204587e+26,7.164859e+26,7.730909e+26,1.010105e+27,5.407598e+29,5.866779e+29,5.937782e+29,5.943725e+29,5.943959e+29,2.912953e+30,2.968642e+27,2.909984e+30
0.0412,6.340135e+27,1.808619e+28,4.395181e+28,8.925799e+28,1.662003e+29,6.288854e+29,6.512181e+29,5.776004e+29,4.990551e+29,4.648949e+29,3.145490e+30,3.238364e+29,2.821654e+30
0.0853,1.503715e+28,4.281247e+28,1.028553e+29,2.021198e+29,3.245522e+29,7.541815e+29,6.984836e+29,5.542892e+29,4.449436e+29,4.052873e+29,3.544562e+30,6.873769e+29,2.857185e+30
0.1340,2.382428e+28,7.144032e+28,1.674068e+29,3.168072e+29,4.681717e+29,8.548975e+29,7.211176e+29,5.320781e+29,4.119380e+29,3.748679e+29,3.942549e+30,1.047650e+30,2.894899e+30
0.1899,3.120553e+28,9.300590e+28,2.223645e+29,4.177183e+29,5.894428e+29,9.277190e+29,7.378184e+29,5.107543e+29,3.907182e+29,3.565245e+29,4.277271e+30,1.353737e+30,2.923534e+30
0.2562,3.663330e+28,1.074764e+29,2.597565e+29,4.903637e+29,6.917317e+29,1.005214e+30,7.502118e+29,4.922353e+29,3.728664e+29,3.413302e+29,4.547820e+30,1.585962e+30,2.961858e+30
0.3339,3.927776e+28,1.155274e+29,2.823739e+29,5.365704e+29,7.860970e+29,1.090954e+30,7.737407e+29,4.770640e+29,3.545698e+29,3.230345e+29,4.779210e+30,1.759846e+30,3.019363e+30
0.4220,4.100952e+28,1.207619e+29,2.952293e+29,5.628198e+29,8.569475e+29,1.186272e+30,8.107854e+29,4.681041e+29,3.312183e+29,2.959866e+29,4.969134e+30,1.876768e+30,3.092366e+30
0.5163,4.233421e+28,1.250305e+29,3.082841e+29,5.941276e+29,9.213123e+29,1.266008e+30,8.497498e+29,4.561104e+29,2.992431e+29,2.598524e+29,5.122053e+30,1.991089e+30,3.130964e+30
0.6091,4.317711e+28,1.305381e+29,3.281384e+29,6.452834e+29,1.003744e+30,1.320786e+30,8.839576e+29,4.408716e+29,2.638245e+29,2.191287e+29,5.279449e+30,2.150881e+30,3.128568e+30
0.6939,4.562903e+28,1.410208e+29,3.604814e+29,7.168244e+29,1.101300e+30,1.344430e+30,9.118299e+29,4.263872e+29,2.294215e+29,1.790229e+29,5.456348e+30,2.365256e+30,3.091092e+30
0.7678,4.964844e+28,1.565968e+29,4.039052e+29,7.985691e+29,1.194027e+30,1.352265e+30,9.226669e+29,4.172805e+29,2.003061e+29,1.440009e+29,5.639266e+30,2.602746e+30,3.036520e+30
0.8303,5.611611e+28,1.755219e+29,4.528938e+29,8.887558e+29,1.292915e+30,1.378331e+30,9.119517e+29,4.138384e+29,1.783192e+29,1.170928e+29,5.865736e+30,2.866202e+30,2.999533e+30
0.8834,6.445971e+28,2.038166e+29,5.162867e+29,9.884796e+29,1.405848e+30,1.419597e+30,9.043106e+29,4.063836e+29,1.634142e+29,9.710303e+28,6.169699e+30,3.178890e+30,2.990809e+30
0.9303,7.785051e+28,2.327682e+29,5.887506e+29,1.103745e+30,1.525887e+30,1.475811e+30,9.137082e+29,4.020640e+29,1.537365e+29,8.391528e+28,6.558236e+30,3.529002e+30,3.029235e+30
0.9729,8.808709e+28,2.625126e+29,6.460374e+29,1.189185e+30,1.623577e+30,1.553706e+30,9.596037e+29,4.172364e+29,1.535528e+29,7.600654e+28,6.969505e+30,3.809399e+30,3.160106e+30
1.0141,9.630746e+28,2.868016e+29,6.869166e+29,1.248248e+30,1.687449e+30,1.614120e+30,1.009083e+30,4.501561e+29,1.611800e+29,7.284896e+28,7.313110e+30,4.005723e+30,3.307388e+30
1.0562,1.057059e+29,3.165869e+29,7.438832e+29,1.333864e+30,1.772991e+30,1.667953e+30,1.036421e+30,4.551836e+29,1.591688e+29,6.916928e+28,7.660927e+30,4.273030e+30,3.387896e+30
1.1017,1.200868e+29,3.556704e+29,8.284886e+29,1.460157e+30,1.891540e+30,1.725543e+30,1.034134e+30,4.352402e+29,1.471723e+29,6.453851e+28,8.062572e+30,4.655943e+30,3.406629e+30
1.1524,1.273618e+29,3.853175e+29,9.039649e+29,1.582532e+30,2.008397e+30,1.777577e+30,1.035858e+30,4.165992e+29,1.363529e+29,5.962729e+28,8.433587e+30,5.007574e+30,3.426014e+30
1.2116,1.242500e+29,3.827300e+29,9.392301e+29,1.679147e+30,2.131130e+30,1.846741e+30,1.047808e+30,4.029553e+29,1.256958e+29,5.408191e+28,8.733769e+30,5.256487e+30,3.477282e+30
1.2817,1.183799e+29,3.625365e+29,9.073604e+29,1.705124e+30,2.263053e+30,1.973665e+30,1.087103e+30,3.988474e+29,1.170369e+29,4.619971e+28,8.979306e+30,5.356454e+30,3.622852e+30
1.3636,1.099188e+29,3.401400e+29,8.491407e+29,1.642396e+30,2.330070e+30,2.147395e+30,1.170243e+30,4.111602e+29,1.128553e+29,3.730207e+28,9.150621e+30,5.271665e+30,3.878955e+30
1.4546,1.008361e+29,3.173417e+29,7.955670e+29,1.538003e+30,2.281359e+30,2.310043e+30,1.293523e+30,4.428961e+29,1.139326e+29,3.081274e+28,9.224314e+30,5.033107e+30,4.191207e+30
1.5493,9.377684e+28,2.999259e+29,7.660699e+29,1.489056e+30,2.232784e+30,2.385465e+30,1.391711e+30,4.710350e+29,1.178154e+29,2.694760e+28,9.274586e+30,4.881612e+30,4.392974e+30
1.6398,8.900666e+28,2.947234e+29,7.652359e+29,1.514858e+30,2.252670e+30,2.366987e+30,1.427834e+30,4.845051e+29,1.194679e+29,2.520518e+28,9.340494e+30,4.916495e+30,4.424000e+30
1.7208,8.894533e+28,3.011421e+29,7.950404e+29,1.583457e+30,2.313232e+30,2.309355e+30,1.414412e+30,4.882549e+29,1.187500e+29,2.450460e+28,9.437094e+30,5.081817e+30,4.355277e+30
1.7904,9.194552e+28,3.158266e+29,8.391686e+29,1.663403e+30,2.370187e+30,2.276252e+30,1.374890e+30,4.947374e+29,1.202362e+29,2.428547e+28,9.570932e+30,5.280530e+30,4.290402e+30
1.8496,9.764878e+28,3.390678e+29,8.992361e+29,1.756837e+30,2.446789e+30,2.266400e+30,1.337187e+30,4.939742e+29,1.215810e+29,2.430645e+28,9.783027e+30,5.539578e+30,4.243449e+30
1.9003,1.093293e+29,3.722433e+29,9.707156e+29,1.867467e+30,2.532604e+30,2.278769e+30,1.313289e+30,4.881800e+29,1.235466e+29,2.473032e+28,1.008087e+31,5.852359e+30,4.228514e+30
1.9453,1.261917e+29,4.096512e+29,1.057984e+30,1.980705e+30,2.628851e+30,2.318300e+30,1.316230e+30,4.896423e+29,1.269964e+29,2.522101e+28,1.047977e+31,6.203382e+30,4.276389e+30
1.9874,1.370265e+29,4.418729e+29,1.108733e+30,2.047990e+30,2.693243e+30,2.374676e+30,1.363080e+30,5.177396e+29,1.364157e+29,2.677636e+28,1.084755e+31,6.428865e+30,4.418687e+30
2.0287,1.479378e+29,4.722724e+29,1.156140e+30,2.107610e+30,2.743698e+30,2.409021e+30,1.391989e+30,5.412591e+29,1.459802e+29,2.803957e+28,1.114395e+31,6.627658e+30,4.516289e+30
2.0718,1.620094e+29,5.127834e+29,1.236088e+30,2.217207e+30,2.831391e+30,2.444751e+30,1.393118e+30,5.364761e+29,1.414623e+29,2.691275e+28,1.150220e+31,6.959479e+30,4.542719e+30
2.1186,1.755627e+29,5.623949e+29,1.333646e+30,2.355621e+30,2.940750e+30,2.474009e+30,1.373210e+30,5.110771e+29,1.314747e+29,2.475152e+28,1.188250e+31,7.367974e+30,4.514522e+30
2.1722,1.781481e+29,5.738330e+29,1.407499e+30,2.483105e+30,3.047733e+30,2.512019e+30,1.365097e+30,4.907096e+29,1.228112e+29,2.280074e+28,1.220376e+31,7.690317e+30,4.513438e+30
2.2347,1.677976e+29,5.432361e+29,1.384770e+30,2.557712e+30,3.187491e+30,2.607749e+30,1.388166e+30,4.847783e+29,1.175102e+29,2.209687e+28,1.246131e+31,7.841006e+30,4.620300e+30
2.3091,1.563867e+29,5.070688e+29,1.292053e+30,2.482550e+30,3.316113e+30,2.790359e+30,1.460880e+30,4.968935e+29,1.185021e+29,2.255328e+28,1.264336e+31,7.754171e+30,4.889188e+30
2.3943,1.459732e+29,4.699077e+29,1.192678e+30,2.316611e+30,3.300285e+30,3.021543e+30,1.604307e+30,5.390136e+29,1.283897e+29,2.381306e+28,1.274252e+31,7.425454e+30,5.317066e+30
2.4876,1.348910e+29,4.423071e+29,1.119485e+30,2.173450e+30,3.164656e+30,3.183511e+30,1.764310e+30,5.934396e+29,1.408122e+29,2.499075e+28,1.274185e+31,7.034789e+30,5.707064e+30
2.5814,1.267423e+29,4.247670e+29,1.093710e+30,2.134435e+30,3.100968e+30,3.204055e+30,1.859395e+30,6.250643e+29,1.472203e+29,2.664967e+28,1.274301e+31,6.880623e+30,5.862385e+30
2.6695,1.226070e+29,4.248874e+29,1.112271e+30,2.191154e+30,3.146618e+30,3.119633e+30,1.854330e+30,6.287537e+29,1.473062e+29,2.669057e+28,1.277425e+31,6.997537e+30,5.776713e+30
2.7467,1.239977e+29,4.364302e+29,1.159968e+30,2.282063e+30,3.208497e+30,3.035949e+30,1.804987e+30,6.234192e+29,1.480761e+29,2.633250e+28,1.284972e+31,7.210956e+30,5.638764e+30
2.8121,1.284687e+29,4.525107e+29,1.211602e+30,2.376727e+30,3.274599e+30,2.993874e+30,1.738544e+30,6.224967e+29,1.486685e+29,2.616758e+28,1.297366e+31,7.443908e+30,5.529751e+30
2.8680,1.397050e+29,4.787062e+29,1.285056e+30,2.481066e+30,3.348565e+30,2.983606e+30,1.689072e+30,6.144051e+29,1.484949e+29,2.657499e+28,1.319525e+31,7.733098e+30,5.462153e+30
2.9163,1.550830e+29,5.187628e+29,1.375010e+30,2.597799e+30,3.431371e+30,2.986297e+30,1.663345e+30,6.047368e+29,1.493055e+29,2.675937e+28,1.350847e+31,8.078027e+30,5.430444e+30
2.9598,1.732836e+29,5.662634e+29,1.463616e+30,2.702362e+30,3.515448e+30,3.023774e+30,1.669034e+30,6.112161e+29,1.520791e+29,2.734633e+28,1.390442e+31,8.420973e+30,5.483450e+30
3.0015,1.857832e+29,6.011329e+29,1.510010e+30,2.757239e+30,3.558864e+30,3.056534e+30,1.708254e+30,6.418107e+29,1.637603e+29,2.959728e+28,1.421298e+31,8.613029e+30,5.599956e+30
3.0432,1.991345e+29,6.392614e+29,1.569304e+30,2.838065e+30,3.606876e+30,3.076810e+30,1.724601e+30,6.550035e+29,1.705171e+29,3.067523e+28,1.451025e+31,8.852641e+30,5.657608e+30
3.0873,2.187187e+29,6.934763e+29,1.672181e+30,2.968002e+30,3.702444e+30,3.098684e+30,1.701264e+30,6.312939e+29,1.603411e+29,2.879665e+28,1.487520e+31,9.254823e+30,5.620379e+30
3.1360,2.277417e+29,7.471587e+29,1.778330e+30,3.111393e+30,3.804624e+30,3.111409e+30,1.671221e+30,6.021325e+29,1.476559e+29,2.635311e+28,1.522802e+31,9.669247e+30,5.558772e+30
3.1929,2.205746e+29,7.347125e+29,1.830598e+30,3.239182e+30,3.934885e+30,3.158443e+30,1.663039e+30,5.841068e+29,1.392235e+29,2.481888e+28,1.552958e+31,9.959953e+30,5.569631e+30
3.2592,2.062804e+29,6.813005e+29,1.749062e+30,3.264731e+30,4.102233e+30,3.293774e+30,1.708732e+30,5.845498e+29,1.375910e+29,2.438154e+28,1.575264e+31,1.000361e+31,5.749029e+30
3.3373,1.903080e+29,6.321041e+29,1.618645e+30,3.103515e+30,4.199067e+30,3.537900e+30,1.829647e+30,6.141898e+29,1.431198e+29,2.540571e+28,1.589390e+31,9.743639e+30,6.150262e+30
3.4264,1.771176e+29,5.860502e+29,1.496412e+30,2.870900e+30,4.077360e+30,3.813432e+30,2.028794e+30,6.751311e+29,1.572572e+29,2.747881e+28,1.590993e+31,9.207840e+30,6.702093e+30
3.5207,1.655508e+29,5.542796e+29,1.425795e+30,2.729422e+30,3.915207e+30,3.937243e+30,2.200008e+30,7.314783e+29,1.707096e+29,2.967424e+28,1.585937e+31,8.790255e+30,7.069112e+30
3.6130,1.571318e+29,5.419882e+29,1.410496e+30,2.721545e+30,3.872486e+30,3.875042e+30,2.248926e+30,7.540371e+29,1.769328e+29,3.037143e+28,1.578896e+31,8.703646e+30,7.085310e+30
3.6973,1.562235e+29,5.486762e+29,1.452289e+30,2.816860e+30,3.924538e+30,3.733253e+30,2.191672e+30,7.439425e+29,1.736719e+29,2.960576e+28,1.577073e+31,8.898587e+30,6.872146e+30
3.7707,1.601740e+29,5.654047e+29,1.508518e+30,2.923949e+30,3.991079e+30,3.641434e+30,2.104181e+30,7.340798e+29,1.706901e+29,2.951912e+28,1.582903e+31,9.149124e+30,6.679904e+30
3.8328,1.666527e+29,5.837672e+29,1.572120e+30,3.028168e+30,4.064994e+30,3.598611e+30,2.025277e+30,7.250985e+29,1.712895e+29,2.964970e+28,1.596563e+31,9.415703e+30,6.549926e+30
3.8854,1.774022e+29,6.243247e+29,1.655768e+30,3.131886e+30,4.134639e+30,3.570847e+30,1.971278e+30,7.092514e+29,1.706915e+29,2.946184e+28,1.617555e+31,9.724020e+30,6.451531e+30
3.9318,2.004623e+29,6.704982e+29,1.757773e+30,3.255366e+30,4.206402e+30,3.568301e+30,1.939727e+30,6.987986e+29,1.710114e+29,2.962514e+28,1.649796e+31,1.009050e+31,6.407463e+30
3.9749,2.155216e+29,7.167846e+29,1.831316e+30,3.341937e+30,4.273314e+30,3.603971e+30,1.957984e+30,7.116063e+29,1.768823e+29,3.054781e+28,1.685987e+31,1.037887e+31,6.480991e+30
4.0161,2.296123e+29,7.560361e+29,1.882898e+30,3.398070e+30,4.298746e+30,3.620039e+30,1.986608e+30,7.404711e+29,1.887210e+29,3.285280e+28,1.713405e+31,1.056536e+31,6.568692e+30
4.0582,2.467837e+29,8.014091e+29,1.961254e+30,3.495013e+30,4.356968e+30,3.628415e+30,1.980340e+30,7.362646e+29,1.880562e+29,3.242777e+28,1.742693e+31,1.086143e+31,6.565504e+30
4.1037,2.691110e+29,8.654810e+29,2.077212e+30,3.645280e+30,4.448326e+30,3.626562e+30,1.941574e+30,7.048259e+29,1.740170e+29,3.035843e+28,1.778275e+31,1.130541e+31,6.477337e+30
4.1549,2.747932e+29,9.002689e+29,2.180734e+30,3.791903e+30,4.547872e+30,3.630776e+30,1.912437e+30,6.753871e+29,1.635558e+29,2.817832e+28,1.810590e+31,1.169557e+31,6.410334e+30
4.2146,2.559246e+29,8.637998e+29,2.188144e+30,3.896752e+30,4.693043e+30,3.702305e+30,1.915651e+30,6.616589e+29,1.575517e+29,2.682856e+28,1.836166e+31,1.189766e+31,6.463995e+30
4.2851,2.396337e+29,8.030145e+29,2.051815e+30,3.838557e+30,4.864933e+30,3.891915e+30,1.986834e+30,6.731340e+29,1.573017e+29,2.663573e+28,1.853377e+31,1.179795e+31,6.735821e+30
4.3675,2.217806e+29,7.426628e+29,1.895490e+30,3.607441e+30,4.880777e+30,4.187772e+30,2.143689e+30,7.172458e+29,1.676121e+29,2.787821e+28,1.859235e+31,1.134815e+31,7.244196e+30
4.4585,2.057288e+29,6.946653e+29,1.770127e+30,3.355766e+30,4.690841e+30,4.443311e+30,2.372647e+30,7.879674e+29,1.833238e+29,3.093053e+28,1.853531e+31,1.071713e+31,7.818180e+30
4.5532,1.937008e+29,6.668543e+29,1.705180e+30,3.239655e+30,4.547288e+30,4.492349e+30,2.514563e+30,8.381030e+29,1.966997e+29,3.296638e+28,1.842736e+31,1.035268e+31,8.074681e+30
4.6437,1.869311e+29,6.595720e+29,1.711856e+30,3.277549e+30,4.548894e+30,4.378548e+30,2.518506e+30,8.460124e+29,1.973490e+29,3.325898e+28,1.835848e+31,1.038480e+31,7.973675e+30
4.7242,1.868804e+29,6.717634e+29,1.769061e+30,3.392138e+30,4.605906e+30,4.222440e+30,2.425277e+30,8.294139e+29,1.933711e+29,3.263279e+28,1.832888e+31,1.062575e+31,7.703135e+30
4.7934,1.907620e+29,6.879088e+29,1.827349e+30,3.502612e+30,4.675594e+30,4.130284e+30,2.329009e+30,8.164561e+29,1.907340e+29,3.250415e+28,1.838321e+31,1.088423e+31,7.498986e+30
4.8521,2.000943e+29,7.138314e+29,1.895759e+30,3.600832e+30,4.744496e+30,4.091122e+30,2.254372e+30,8.058174e+29,1.907284e+29,3.267812e+28,1.852973e+31,1.115501e+31,7.374717e+30
4.9023,2.172697e+29,7.587354e+29,1.986489e+30,3.718566e+30,4.809361e+30,4.062886e+30,2.203976e+30,7.884397e+29,1.904031e+29,3.237032e+28,1.876850e+31,1.149042e+31,7.278075e+30
4.9473,2.438619e+29,8.123672e+29,2.098823e+30,3.848380e+30,4.876247e+30,4.058768e+30,2.174477e+30,7.804958e+29,1.911752e+29,3.245885e+28,1.911705e+31,1.187968e+31,7.237375e+30
4.9890,2.583217e+29,8.571922e+29,2.152939e+30,3.912893e+30,4.920167e+30,4.077881e+30,2.203792e+30,8.029532e+29,2.005862e+29,3.410124e+28,1.942083e+31,1.210151e+31,7.319314e+30
5.0307,2.742876e+29,8.991165e+29,2.214331e+30,3.978039e+30,4.940530e+30,4.080955e+30,2.217769e+30,8.185800e+29,2.080659e+29,3.609579e+28,1.966777e+31,1.230630e+31,7.361465e+30
5.0733,2.956843e+29,9.569962e+29,2.316571e+30,4.101498e+30,5.007321e+30,4.082314e+30,2.189906e+30,7.998274e+29,2.007773e+29,3.459620e+28,1.998549e+31,1.267807e+31,7.307421e+30
5.1206,3.143517e+29,1.026762e+30,2.442585e+30,4.254317e+30,5.096895e+30,4.068618e+30,2.142336e+30,7.637036e+29,1.859375e+29,3.201082e+28,2.032752e+31,1.313491e+31,7.192606e+30
5.1746,3.117226e+29,1.035371e+30,2.530511e+30,4.400990e+30,5.198644e+30,4.079089e+30,2.110594e+30,7.367059e+29,1.752182e+29,2.963467e+28,2.060848e+31,1.347724e+31,7.131242e+30
5.2381,2.899658e+29,9.729321e+29,2.464407e+30,4.470173e+30,5.372406e+30,4.190589e+30,2.133588e+30,7.271744e+29,1.715541e+29,2.865547e+28,2.082145e+31,1.356988e+31,7.251561e+30
5.3125,2.691492e+29,9.031540e+29,2.296185e+30,4.313393e+30,5.525456e+30,4.439319e+30,2.240333e+30,7.531493e+29,1.756997e+29,2.913048e+28,2.094497e+31,1.330734e+31,7.637631e+30
5.3982,2.504420e+29,8.414696e+29,2.125057e+30,4.027063e+30,5.448240e+30,4.768600e+30,2.452518e+30,8.174773e+29,1.906551e+29,3.159076e+28,2.095311e+31,1.269227e+31,8.260842e+30
5.4915,2.327185e+29,7.938101e+29,2.006572e+30,3.788682e+30,5.220290e+30,4.974931e+30,2.681638e+30,8.955756e+29,2.094072e+29,3.453393e+28,2.083816e+31,1.204207e+31,8.796086e+30
5.5853,2.216888e+29,7.693028e+29,1.964432e+30,3.720597e+30,5.113149e+30,4.951309e+30,2.783527e+30,9.286124e+29,2.168692e+29,3.610186e+28,2.070559e+31,1.178917e+31,8.916420e+30
5.6729,2.152666e+29,7.719549e+29,1.999497e+30,3.809108e+30,5.145747e+30,4.793195e+30,2.747751e+30,9.236518e+29,2.152394e+29,3.614320e+28,2.065755e+31,1.194157e+31,8.715980e+30
5.7497,2.164660e+29,7.874133e+29,2.066114e+30,3.929800e+30,5.208034e+30,4.643501e+30,2.642914e+30,9.049246e+29,2.103353e+29,3.612349e+28,2.064563e+31,1.220783e+31,8.437798e+30
5.8150,2.204454e+29,8.072816e+29,2.132510e+30,4.038812e+30,5.265600e+30,4.562274e+30,2.533748e+30,8.896576e+29,2.086702e+29,3.554979e+28,2.069455e+31,1.246465e+31,8.229899e+30
5.8700,2.357036e+29,8.386643e+29,2.216125e+30,4.152014e+30,5.323293e+30,4.514917e+30,2.452792e+30,8.696541e+29,2.068159e+29,3.551747e+28,2.084550e+31,1.276580e+31,8.079697e+30
5.9183,2.573583e+29,8.913408e+29,2.315923e+30,4.271196e+30,5.382256e+30,4.484741e+30,2.401725e+30,8.502072e+29,2.055173e+29,3.538779e+28,2.109565e+31,1.311808e+31,7.977578e+30
5.9619,2.806143e+29,9.512003e+29,2.416196e+30,4.382700e+30,5.451488e+30,4.488572e+30,2.388515e+30,8.455877e+29,2.074656e+29,3.531829e+28,2.144766e+31,1.348220e+31,7.965459e+30
6.0035,2.953771e+29,9.952216e+29,2.466800e+30,4.432669e+30,5.470393e+30,4.492617e+30,2.415950e+30,8.726753e+29,2.185702e+29,3.770847e+28,2.169798e+31,1.366046e+31,8.037521e+30
6.0452,3.134191e+29,1.044131e+30,2.538597e+30,4.509731e+30,5.498844e+30,4.490610e+30,2.419255e+30,8.802024e+29,2.215121e+29,3.844402e+28,2.195475e+31,1.390472e+31,8.050024e+30
6.0893,3.408134e+29,1.113439e+30,2.665094e+30,4.659701e+30,5.575273e+30,4.476587e+30,2.369718e+30,8.474058e+29,2.088446e+29,3.602493e+28,2.229290e+31,1.435432e+31,7.938580e+30
6.1385,3.517965e+29,1.180729e+30,2.791274e+30,4.815546e+30,5.659822e+30,4.459653e+30,2.314846e+30,8.083595e+29,1.951707e+29,3.325443e+28,2.261045e+31,1.479917e+31,7.811284e+30
6.1954,3.413434e+29,1.157162e+30,2.841876e+30,4.948027e+30,5.779252e+30,4.490742e+30,2.291866e+30,7.861776e+29,1.855379e+29,3.146073e+28,2.285345e+31,1.506766e+31,7.785785e+30
6.2626,3.173555e+29,1.080008e+30,2.719689e+30,4.950901e+30,5.967463e+30,4.649395e+30,2.339852e+30,7.895636e+29,1.842707e+29,3.109027e+28,2.302959e+31,1.503542e+31,7.994171e+30
6.3412,2.955132e+29,1.005127e+30,2.534847e+30,4.724800e+30,6.064064e+30,4.954173e+30,2.487793e+30,8.290696e+29,1.935991e+29,3.296202e+28,2.312195e+31,1.462435e+31,8.497596e+30
6.4303,2.735442e+29,9.399270e+29,2.358792e+30,4.402627e+30,5.884628e+30,5.275451e+30,2.733846e+30,9.035043e+29,2.110192e+29,3.583021e+28,2.301917e+31,1.385952e+31,9.159651e+30
6.5246,2.566995e+29,8.940888e+29,2.257235e+30,4.200831e+30,5.667119e+30,5.390356e+30,2.933056e+30,9.732334e+29,2.264380e+29,3.853755e+28,2.283759e+31,1.327597e+31,9.561621e+30
6.6169,2.450318e+29,8.749347e+29,2.235798e+30,4.187422e+30,5.613728e+30,5.291429e+30,2.978788e+30,9.916547e+29,2.311562e+29,3.870253e+28,2.268864e+31,1.315691e+31,9.531730e+30
6.7008,2.416448e+29,8.836811e+29,2.291305e+30,4.298191e+30,5.653833e+30,5.111793e+30,2.895402e+30,9.727233e+29,2.267911e+29,3.877254e+28,2.261414e+31,1.336866e+31,9.245482e+30
6.7737,2.440045e+29,9.002250e+29,2.356452e+30,4.415850e+30,5.722221e+30,4.981136e+30,2.785156e+30,9.586766e+29,2.239554e+29,3.777023e+28,2.262545e+31,1.363875e+31,8.986694e+30
6.8353,2.519601e+29,9.204343e+29,2.421659e+30,4.528773e+30,5.789518e+30,4.918548e+30,2.680856e+30,9.433336e+29,2.213760e+29,3.759849e+28,2.271406e+31,1.391234e+31,8.801713e+30
