TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped,Hop_Count,Hop_Per_Particle
246,1.3275e+30,6.2874e+29,6.7817e+29,1.3647e+28,6.9890e+27,5.0201e+29,1.2673e+29,5.0681e+29,1.7135e+29,8.9400e+27,4.7070e+27,3.5650e+27,3.4240e+27,47.4,51.1,1.0,0.5,1.3277e+30,1.3020e+30,1.6915e+28,8.8120e+27,2.0377e+28,0.0000e+00,98.1,1.3,0.7,6.0346e+28,0.0455
247,1.3055e+30,6.1869e+29,6.6587e+29,1.3971e+28,6.9700e+27,4.9215e+29,1.2654e+29,4.9081e+29,1.7507e+29,9.4420e+27,4.5290e+27,3.4640e+27,3.5060e+27,47.4,51.0,1.1,0.5,1.3055e+30,1.2796e+30,1.6681e+28,9.2030e+27,2.0505e+28,0.0000e+00,98.0,1.3,0.7,5.9628e+28,0.0457
248,1.2894e+30,6.1068e+29,6.5863e+29,1.3116e+28,6.9540e+27,4.8781e+29,1.2287e+29,4.8851e+29,1.7013e+29,8.8000e+27,4.3160e+27,3.5270e+27,3.4270e+27,47.4,51.1,1.0,0.5,1.2896e+30,1.2639e+30,1.6516e+28,9.1790e+27,2.0633e+28,0.0000e+00,98.0,1.3,0.7,5.8482e+28,0.0453
249,1.2729e+30,6.0348e+29,6.4987e+29,1.2549e+28,7.0010e+27,4.8475e+29,1.1873e+29,4.8399e+29,1.6588e+29,8.2810e+27,4.2680e+27,3.5510e+27,3.4500e+27,47.4,51.1,1.0,0.6,1.2732e+30,1.2478e+30,1.6340e+28,9.0600e+27,2.0852e+28,0.0000e+00,98.0,1.3,0.7,5.8234e+28,0.0457
250,1.2512e+30,5.9404e+29,6.3820e+29,1.2009e+28,6.9670e+27,4.7840e+29,1.1564e+29,4.7504e+29,1.6316e+29,7.9010e+27,4.1080e+27,3.4420e+27,3.5250e+27,47.5,51.0,1.0,0.6,1.2515e+30,1.2260e+30,1.6285e+28,9.1660e+27,2.0981e+28,0.0000e+00,98.0,1.3,0.7,5.7048e+28,0.0456
251,1.2341e+30,5.8641e+29,6.2912e+29,1.1540e+28,6.9850e+27,4.7441e+29,1.1200e+29,4.7029e+29,1.5882e+29,7.5800e+27,3.9600e+27,3.4930e+27,3.4920e+27,47.5,51.0,0.9,0.6,1.2343e+30,1.2095e+30,1.5850e+28,9.0140e+27,2.1204e+28,0.0000e+00,98.0,1.3,0.7,5.6209e+28,0.0455
252,1.2109e+30,5.7628e+29,6.1677e+29,1.0950e+28,6.9320e+27,4.6775e+29,1.0853e+29,4.6105e+29,1.5572e+29,7.0550e+27,3.8950e+27,3.4570e+27,3.4750e+27,47.6,50.9,0.9,0.6,1.2108e+30,1.1861e+30,1.5546e+28,9.1900e+27,2.1238e+28,0.0000e+00,98.0,1.3,0.8,5.5871e+28,0.0461
253,1.2017e+30,5.7092e+29,6.1314e+29,1.0651e+28,6.9840e+27,4.6535e+29,1.0557e+29,4.5923e+29,1.5392e+29,6.8030e+27,3.8480e+27,3.5000e+27,3.4840e+27,47.5,51.0,0.9,0.6,1.2019e+30,1.1773e+30,1.5492e+28,9.1830e+27,2.1558e+28,0.0000e+00,97.9,1.3,0.8,5.5356e+28,0.0461
254,1.1770e+30,5.5838e+29,6.0101e+29,1.0689e+28,6.9450e+27,4.5451e+29,1.0387e+29,4.4745e+29,1.5356e+29,6.9200e+27,3.7690e+27,3.4280e+27,3.5170e+27,47.4,51.1,0.9,0.6,1.1772e+30,1.1526e+30,1.5512e+28,9.0690e+27,2.1590e+28,0.0000e+00,97.9,1.3,0.8,5.4706e+28,0.0465
255,1.1656e+30,5.5221e+29,5.9538e+29,1.1084e+28,6.9470e+27,4.4629e+29,1.0592e+29,4.3357e+29,1.6181e+29,7.5260e+27,3.5580e+27,3.5940e+27,3.3530e+27,47.4,51.1,1.0,0.6,1.1658e+30,1.1408e+30,1.5429e+28,9.5610e+27,2.1816e+28,0.0000e+00,97.9,1.3,0.8,5.4260e+28,0.0465
256,1.1504e+30,5.4414e+29,5.8871e+29,1.0587e+28,6.9340e+27,4.4130e+29,1.0284e+29,4.2961e+29,1.5910e+29,7.0670e+27,3.5200e+27,3.4650e+27,3.4690e+27,47.3,51.2,0.9,0.6,1.1506e+30,1.1264e+30,1.4881e+28,9.3380e+27,2.1944e+28,0.0000e+00,97.9,1.3,0.8,5.3137e+28,0.0462
257,1.1369e+30,5.3867e+29,5.8119e+29,1.0085e+28,6.9480e+27,4.3842e+29,1.0025e+29,4.2409e+29,1.5710e+29,6.6440e+27,3.4410e+27,3.4600e+27,3.4880e+27,47.4,51.1,0.9,0.6,1.1370e+30,1.1125e+30,1.5037e+28,9.4940e+27,2.2172e+28,0.0000e+00,97.8,1.3,0.8,5.2871e+28,0.0465
258,1.1163e+30,5.2979e+29,5.7011e+29,9.4920e+27,6.9400e+27,4.3299e+29,9.6804e+28,4.1636e+29,1.5376e+29,6.3140e+27,3.1780e+27,3.5240e+27,3.4160e+27,47.5,51.1,0.9,0.6,1.1166e+30,1.0919e+30,1.5195e+28,9.5380e+27,2.2298e+28,0.0000e+00,97.8,1.4,0.9,5.2271e+28,0.0468
259,1.1024e+30,5.2357e+29,5.6284e+29,9.0460e+27,6.9570e+27,4.2920e+29,9.4370e+28,4.1255e+29,1.5029e+29,5.9150e+27,3.1310e+27,3.4630e+27,3.4940e+27,47.5,51.1,0.8,0.6,1.1029e+30,1.0784e+30,1.5046e+28,9.4770e+27,2.2528e+28,0.0000e+00,97.8,1.4,0.9,5.1944e+28,0.0471
260,1.0852e+30,5.1527e+29,5.5407e+29,8.9240e+27,6.9370e+27,4.2314e+29,9.2128e+28,4.0545e+29,1.4862e+29,5.7630e+27,3.1610e+27,3.4380e+27,3.4990e+27,47.5,51.1,0.8,0.6,1.0848e+30,1.0606e+30,1.4776e+28,9.3990e+27,2.2653e+28,0.0000e+00,97.8,1.4,0.9,5.1415e+28,0.0474
261,1.0717e+30,5.0696e+29,5.4942e+29,8.4110e+27,6.9090e+27,4.1714e+29,8.9821e+28,4.0202e+29,1.4739e+29,5.4460e+27,2.9650e+27,3.5030e+27,3.4060e+27,47.3,51.3,0.8,0.6,1.0721e+30,1.0480e+30,1.4575e+28,9.4660e+27,2.2774e+28,0.0000e+00,97.8,1.4,0.9,5.0875e+28,0.0475
262,1.0596e+30,5.0015e+29,5.4428e+29,8.2130e+27,6.9420e+27,4.1236e+29,8.7790e+28,3.9966e+29,1.4462e+29,5.2360e+27,2.9770e+27,3.4800e+27,3.4620e+27,47.2,51.4,0.8,0.7,1.0597e+30,1.0356e+30,1.4639e+28,9.4760e+27,2.3004e+28,0.0000e+00,97.7,1.4,0.9,5.0990e+28,0.0481
263,1.0505e+30,4.9446e+29,5.4120e+29,7.9230e+27,6.9560e+27,4.0886e+29,8.5606e+28,3.9686e+29,1.4434e+29,4.9410e+27,2.9820e+27,3.5450e+27,3.4110e+27,47.1,51.5,0.8,0.7,1.0507e+30,1.0267e+30,1.4477e+28,9.5210e+27,2.3236e+28,0.0000e+00,97.7,1.4,0.9,5.1445e+28,0.0490
264,1.0347e+30,4.8570e+29,5.3368e+29,8.3560e+27,6.9320e+27,3.9846e+29,8.7240e+28,3.8251e+29,1.5117e+29,5.4000e+27,2.9560e+27,3.5010e+27,3.4310e+27,46.9,51.6,0.8,0.7,1.0347e+30,1.0106e+30,1.4395e+28,9.6730e+27,2.3355e+28,0.0000e+00,97.7,1.4,0.9,5.0727e+28,0.0490
265,1.0196e+30,4.7854e+29,5.2591e+29,8.2410e+27,6.9100e+27,3.9233e+29,8.6213e+28,3.7247e+29,1.5344e+29,5.4910e+27,2.7500e+27,3.4900e+27,3.4200e+27,46.9,51.6,0.8,0.7,1.0199e+30,9.9598e+29,1.4189e+28,9.7130e+27,2.3471e+28,0.0000e+00,97.7,1.4,1.0,5.0481e+28,0.0495
266,1.0105e+30,4.7395e+29,5.2161e+29,7.9960e+27,6.9250e+27,3.8853e+29,8.5415e+28,3.6976e+29,1.5185e+29,5.2970e+27,2.6990e+27,3.4750e+27,3.4500e+27,46.9,51.6,0.8,0.7,1.0106e+30,9.8689e+29,1.4046e+28,9.6450e+27,2.3700e+28,0.0000e+00,97.7,1.4,1.0,5.0683e+28,0.0502
267,9.9843e+29,4.6916e+29,5.1473e+29,7.5970e+27,6.9440e+27,3.8585e+29,8.3313e+28,3.6426e+29,1.5046e+29,4.9730e+27,2.6240e+27,3.5120e+27,3.4320e+27,47.0,51.6,0.8,0.7,9.9849e+29,9.7458e+29,1.4154e+28,9.7550e+27,2.3930e+28,0.0000e+00,97.6,1.4,1.0,5.0648e+28,0.0507
268,9.8108e+29,4.6092e+29,5.0601e+29,7.2300e+27,6.9200e+27,3.7961e+29,8.1307e+28,3.5602e+29,1.5000e+29,4.7300e+27,2.5000e+27,3.4910e+27,3.4290e+27,47.0,51.6,0.7,0.7,9.8105e+29,9.5758e+29,1.3668e+28,9.7990e+27,2.4041e+28,0.0000e+00,97.6,1.4,1.0,5.0566e+28,0.0515
269,9.6641e+29,4.5312e+29,4.9956e+29,6.8340e+27,6.8940e+27,3.7367e+29,7.9451e+28,3.5153e+29,1.4803e+29,4.3850e+27,2.4490e+27,3.4600e+27,3.4340e+27,46.9,51.7,0.7,0.7,9.6660e+29,9.4308e+29,1.3883e+28,9.6450e+27,2.4147e+28,0.0000e+00,97.6,1.4,1.0,5.0710e+28,0.0525
270,9.5195e+29,4.4760e+29,4.9080e+29,6.6440e+27,6.9050e+27,3.6989e+29,7.7710e+28,3.4619e+29,1.4461e+29,4.2480e+27,2.3960e+27,3.4060e+27,3.4990e+27,47.0,51.6,0.7,0.7,9.5217e+29,9.2887e+29,1.3751e+28,9.5550e+27,2.4373e+28,0.0000e+00,97.6,1.4,1.0,5.0227e+28,0.0527
271,9.4576e+29,4.4310e+29,4.8927e+29,6.4780e+27,6.9170e+27,3.6642e+29,7.6674e+28,3.4400e+29,1.4527e+29,4.1600e+27,2.3180e+27,3.4660e+27,3.4510e+27,46.9,51.7,0.7,0.7,9.4568e+29,9.2237e+29,1.3525e+28,9.7820e+27,2.4600e+28,0.0000e+00,97.5,1.4,1.0,5.0619e+28,0.0535
272,9.3256e+29,4.3479e+29,4.8469e+29,6.1930e+27,6.8890e+27,3.5994e+29,7.4846e+28,3.4160e+29,1.4309e+29,3.8850e+27,2.3080e+27,3.3860e+27,3.5030e+27,46.6,52.0,0.7,0.7,9.3278e+29,9.0948e+29,1.3550e+28,9.7510e+27,2.4699e+28,0.0000e+00,97.5,1.5,1.0,5.0896e+28,0.0546
273,9.2571e+29,4.2935e+29,4.8343e+29,6.0250e+27,6.9070e+27,3.5599e+29,7.3361e+28,3.4026e+29,1.4316e+29,3.7890e+27,2.2360e+27,3.4410e+27,3.4660e+27,46.4,52.2,0.7,0.7,9.2575e+29,9.0266e+29,1.3491e+28,9.6050e+27,2.4922e+28,0.0000e+00,97.5,1.5,1.0,5.1206e+28,0.0553
274,9.1505e+29,4.2293e+29,4.7952e+29,5.6900e+27,6.9100e+27,3.5106e+29,7.1874e+28,3.3682e+29,1.4270e+29,3.5780e+27,2.1120e+27,3.4260e+27,3.4840e+27,46.2,52.4,0.6,0.8,9.1504e+29,8.9222e+29,1.3177e+28,9.6430e+27,2.5146e+28,0.0000e+00,97.5,1.4,1.1,5.1503e+28,0.0563
275,9.0009e+29,4.1532e+29,4.7225e+29,5.6260e+27,6.8860e+27,3.4469e+29,7.0632e+28,3.3194e+29,1.4031e+29,3.4250e+27,2.2010e+27,3.4470e+27,3.4390e+27,46.1,52.5,0.6,0.8,9.0045e+29,8.7740e+29,1.3498e+28,9.5540e+27,2.5235e+28,0.0000e+00,97.4,1.5,1.1,5.1333e+28,0.0570
276,8.9093e+29,4.1006e+29,4.6846e+29,5.5070e+27,6.9020e+27,3.3970e+29,7.0355e+28,3.2457e+29,1.4389e+29,3.4160e+27,2.0910e+27,3.4460e+27,3.4560e+27,46.0,52.6,0.6,0.8,8.9090e+29,8.6791e+29,1.3395e+28,9.5880e+27,2.5454e+28,0.0000e+00,97.4,1.5,1.1,5.1307e+28,0.0576
277,8.8152e+29,4.0412e+29,4.6444e+29,6.0330e+27,6.9190e+27,3.3228e+29,7.1835e+28,3.1030e+29,1.5415e+29,4.0530e+27,1.9800e+27,3.4840e+27,3.4350e+27,45.8,52.7,0.7,0.8,8.8149e+29,8.5838e+29,1.3319e+28,9.7960e+27,2.5673e+28,0.0000e+00,97.4,1.5,1.1,5.2013e+28,0.0590
278,8.7075e+29,3.9724e+29,4.6098e+29,5.6520e+27,6.8780e+27,3.2668e+29,7.0555e+28,3.0727e+29,1.5372e+29,3.6750e+27,1.9770e+27,3.4280e+27,3.4500e+27,45.6,52.9,0.6,0.8,8.7093e+29,8.4812e+29,1.3113e+28,9.6900e+27,2.5751e+28,0.0000e+00,97.4,1.5,1.1,5.1837e+28,0.0595
279,8.6471e+29,3.9467e+29,4.5766e+29,5.4920e+27,6.8850e+27,3.2477e+29,6.9902e+28,3.0428e+29,1.5338e+29,3.5470e+27,1.9450e+27,3.4420e+27,3.4430e+27,45.6,52.9,0.6,0.8,8.6470e+29,8.4174e+29,1.3226e+28,9.7340e+27,2.5964e+28,0.0000e+00,97.3,1.5,1.1,5.2519e+28,0.0607
280,8.5454e+29,3.9008e+29,4.5222e+29,5.3530e+27,6.8920e+27,3.2092e+29,6.9158e+28,2.9906e+29,1.5316e+29,3.4600e+27,1.8930e+27,3.4280e+27,3.4640e+27,45.6,52.9,0.6,0.8,8.5468e+29,8.3199e+29,1.2977e+28,9.7100e+27,2.6176e+28,0.0000e+00,97.3,1.5,1.1,5.2528e+28,0.0615
281,8.4514e+29,3.8538e+29,4.4783e+29,5.0350e+27,6.8990e+27,3.1744e+29,6.7939e+28,2.9531e+29,1.5252e+29,3.1830e+27,1.8520e+27,3.4220e+27,3.4770e+27,45.6,53.0,0.6,0.8,8.4545e+29,8.2283e+29,1.3042e+28,9.5740e+27,2.6387e+28,0.0000e+00,97.3,1.5,1.1,5.2571e+28,0.0622
282,8.3367e+29,3.7849e+29,4.4349e+29,4.8180e+27,6.8710e+27,3.1169e+29,6.6808e+28,2.9261e+29,1.5088e+29,3.0260e+27,1.7920e+27,3.5100e+27,3.3610e+27,45.4,53.2,0.6,0.8,8.3351e+29,8.1136e+29,1.2706e+28,9.4470e+27,2.6449e+28,0.0000e+00,97.3,1.5,1.1,5.2898e+28,0.0635
283,8.2800e+29,3.7386e+29,4.4247e+29,4.7970e+27,6.8720e+27,3.0794e+29,6.5919e+28,2.9141e+29,1.5106e+29,3.0630e+27,1.7340e+27,3.4190e+27,3.4530e+27,45.2,53.4,0.6,0.8,8.2764e+29,8.0538e+29,1.2806e+28,9.4600e+27,2.6652e+28,0.0000e+00,97.3,1.5,1.1,5.3340e+28,0.0644
284,8.2235e+29,3.6980e+29,4.4107e+29,4.6070e+27,6.8750e+27,3.0463e+29,6.5167e+28,2.9027e+29,1.5080e+29,2.9530e+27,1.6540e+27,3.4800e+27,3.3950e+27,45.0,53.6,0.6,0.8,8.2255e+29,8.0010e+29,1.2765e+28,9.6920e+27,2.6854e+28,0.0000e+00,97.3,1.6,1.2,5.3629e+28,0.0652
285,8.1519e+29,3.6477e+29,4.3905e+29,4.4850e+27,6.8840e+27,3.0027e+29,6.4503e+28,2.8827e+29,1.5078e+29,2.7300e+27,1.7550e+27,3.4460e+27,3.4380e+27,44.7,53.9,0.6,0.8,8.1549e+29,7.9334e+29,1.2556e+28,9.5970e+27,2.7054e+28,0.0000e+00,97.3,1.5,1.2,5.3147e+28,0.0652
286,8.0940e+29,3.6097e+29,4.3716e+29,4.3720e+27,6.8950e+27,2.9672e+29,6.4248e+28,2.8576e+29,1.5140e+29,2.6660e+27,1.7060e+27,3.5500e+27,3.3450e+27,44.6,54.0,0.5,0.9,8.0945e+29,7.8747e+29,1.2557e+28,9.4220e+27,2.7251e+28,0.0000e+00,97.3,1.6,1.2,5.4270e+28,0.0670
287,7.9691e+29,3.5356e+29,4.3234e+29,4.1500e+27,6.8590e+27,2.9095e+29,6.2609e+28,2.8204e+29,1.5030e+29,2.5750e+27,1.5750e+27,3.4490e+27,3.4100e+27,44.4,54.3,0.5,0.9,7.9681e+29,7.7493e+29,1.2673e+28,9.2150e+27,2.7289e+28,0.0000e+00,97.3,1.6,1.2,5.4143e+28,0.0679
288,7.9063e+29,3.5044e+29,4.2913e+29,4.1690e+27,6.9000e+27,2.8796e+29,6.2480e+28,2.7998e+29,1.4915e+29,2.5200e+27,1.6490e+27,3.3900e+27,3.5100e+27,44.3,54.3,0.5,0.9,7.9077e+29,7.6889e+29,1.2504e+28,9.3740e+27,2.7636e+28,0.0000e+00,97.2,1.6,1.2,5.3968e+28,0.0682
289,7.8104e+29,3.4405e+29,4.2615e+29,3.9800e+27,6.8640e+27,2.8295e+29,6.1097e+28,2.7556e+29,1.5059e+29,2.3760e+27,1.6040e+27,3.4000e+27,3.4640e+27,44.0,54.6,0.5,0.9,7.8120e+29,7.5961e+29,1.2361e+28,9.2330e+27,2.7664e+28,0.0000e+00,97.2,1.6,1.2,5.4805e+28,0.0702
290,7.7239e+29,3.3893e+29,4.2274e+29,3.8610e+27,6.8620e+27,2.7828e+29,6.0647e+28,2.7327e+29,1.4947e+29,2.2890e+27,1.5720e+27,3.4430e+27,3.4190e+27,43.9,54.7,0.5,0.9,7.7262e+29,7.5104e+29,1.2681e+28,8.8980e+27,2.7846e+28,0.0000e+00,97.2,1.6,1.2,5.4880e+28,0.0710
291,7.6246e+29,3.3396e+29,4.1799e+29,3.6510e+27,6.8590e+27,2.7394e+29,6.0019e+28,2.6971e+29,1.4827e+29,2.1710e+27,1.4800e+27,3.4610e+27,3.3980e+27,43.8,54.8,0.5,0.9,7.6251e+29,7.4091e+29,1.2473e+28,9.1310e+27,2.8025e+28,0.0000e+00,97.2,1.6,1.2,5.4699e+28,0.0717
292,7.5779e+29,3.2881e+29,4.1836e+29,3.7610e+27,6.8590e+27,2.6954e+29,5.9272e+28,2.6809e+29,1.5027e+29,2.2190e+27,1.5420e+27,3.4040e+27,3.4550e+27,43.4,55.2,0.5,0.9,7.5779e+29,7.3663e+29,1.2386e+28,8.7750e+27,2.8201e+28,0.0000e+00,97.2,1.6,1.2,5.6031e+28,0.0739
293,7.4928e+29,3.2410e+29,4.1467e+29,3.6670e+27,6.8530e+27,2.6546e+29,5.8637e+28,2.6582e+29,1.4885e+29,2.1490e+27,1.5180e+27,3.4520e+27,3.4010e+27,43.3,55.3,0.5,0.9,7.4906e+29,7.2798e+29,1.2274e+28,8.8000e+27,2.8372e+28,0.0000e+00,97.2,1.6,1.2,5.6098e+28,0.0749
294,7.4105e+29,3.1896e+29,4.1178e+29,3.4520e+27,6.8530e+27,2.6092e+29,5.8046e+28,2.6402e+29,1.4776e+29,2.0440e+27,1.4080e+27,3.4130e+27,3.4400e+27,43.0,55.6,0.5,0.9,7.4143e+29,7.2029e+29,1.2381e+28,8.7580e+27,2.8540e+28,0.0000e+00,97.1,1.7,1.2,5.6282e+28,0.0759
295,7.3291e+29,3.1324e+29,4.0939e+29,3.4230e+27,6.8550e+27,2.5626e+29,5.6987e+28,2.6093e+29,1.4846e+29,1.9440e+27,1.4790e+27,3.5030e+27,3.3520e+27,42.7,55.9,0.5,0.9,7.3294e+29,7.1223e+29,1.2153e+28,8.5580e+27,2.8704e+28,0.0000e+00,97.2,1.7,1.2,5.6525e+28,0.0771
296,7.2968e+29,3.0946e+29,4.0986e+29,3.5050e+27,6.8500e+27,2.5024e+29,5.9219e+28,2.4962e+29,1.6025e+29,2.1220e+27,1.3830e+27,3.4370e+27,3.4130e+27,42.4,56.2,0.5,0.9,7.2975e+29,7.0910e+29,1.2216e+28,8.4320e+27,2.8864e+28,0.0000e+00,97.2,1.7,1.2,5.7121e+28,0.0783
297,7.2432e+29,3.0537e+29,4.0846e+29,3.6570e+27,6.8420e+27,2.4688e+29,5.8481e+28,2.4578e+29,1.6268e+29,2.2450e+27,1.4120e+27,3.4460e+27,3.3960e+27,42.2,56.4,0.5,0.9,7.2419e+29,7.0349e+29,1.2211e+28,8.4890e+27,2.9019e+28,0.0000e+00,97.1,1.7,1.2,5.7818e+28,0.0798
298,7.2380e+29,3.0372e+29,4.0968e+29,3.5130e+27,6.8800e+27,2.4513e+29,5.8592e+28,2.4490e+29,1.6478e+29,2.1890e+27,1.3240e+27,3.3430e+27,3.5370e+27,42.0,56.6,0.5,1.0,7.2392e+29,7.0321e+29,1.2421e+28,8.2880e+27,2.9349e+28,0.0000e+00,97.1,1.7,1.1,5.8332e+28,0.0806
299,7.1505e+29,2.9823e+29,4.0649e+29,3.4870e+27,6.8430e+27,2.4039e+29,5.7842e+28,2.4184e+29,1.6465e+29,2.1420e+27,1.3450e+27,3.4620e+27,3.3810e+27,41.7,56.8,0.5,1.0,7.1488e+29,6.9450e+29,1.2235e+28,8.1540e+27,2.9318e+28,0.0000e+00,97.1,1.7,1.1,5.8379e+28,0.0817
300,7.1390e+29,2.9525e+29,4.0845e+29,3.3570e+27,6.8380e+27,2.3733e+29,5.7923e+28,2.4113e+29,1.6732e+29,2.0190e+27,1.3380e+27,3.4700e+27,3.3680e+27,41.4,57.2,0.5,1.0,7.1395e+29,6.9358e+29,1.2321e+28,8.0520e+27,2.9459e+28,0.0000e+00,97.1,1.7,1.1,5.9712e+28,0.0836
301,7.0768e+29,2.9118e+29,4.0645e+29,3.2280e+27,6.8180e+27,2.3413e+29,5.7045e+28,2.3807e+29,1.6838e+29,1.9410e+27,1.2870e+27,3.4080e+27,3.4100e+27,41.1,57.4,0.5,1.0,7.0775e+29,6.8784e+29,1.2108e+28,7.7990e+27,2.9594e+28,0.0000e+00,97.2,1.7,1.1,5.9837e+28,0.0845
302,7.0810e+29,2.8991e+29,4.0802e+29,3.3010e+27,6.8690e+27,2.3252e+29,5.7386e+28,2.3935e+29,1.6867e+29,1.9850e+27,1.3160e+27,3.4050e+27,3.4640e+27,40.9,57.6,0.5,1.0,7.0764e+29,6.8784e+29,1.2084e+28,7.7140e+27,2.9912e+28,0.0000e+00,97.2,1.7,1.1,6.1113e+28,0.0864
303,6.9462e+29,2.8443e+29,4.0025e+29,3.1260e+27,6.8130e+27,2.2778e+29,5.6647e+28,2.3472e+29,1.6552e+29,1.8890e+27,1.2370e+27,3.4290e+27,3.3840e+27,40.9,57.6,0.5,1.0,6.9509e+29,6.7497e+29,1.2308e+28,7.8140e+27,2.9852e+28,0.0000e+00,97.1,1.8,1.1,6.0076e+28,0.0864
304,6.9343e+29,2.8201e+29,4.0154e+29,3.0430e+27,6.8440e+27,2.2557e+29,5.6434e+28,2.3613e+29,1.6540e+29,1.8360e+27,1.2070e+27,3.4030e+27,3.4410e+27,40.7,57.9,0.4,1.0,6.9352e+29,6.7400e+29,1.2226e+28,7.2980e+27,3.0162e+28,0.0000e+00,97.2,1.8,1.1,6.0864e+28,0.0878
305,6.8796e+29,2.7803e+29,4.0005e+29,3.0330e+27,6.8440e+27,2.2199e+29,5.6041e+28,2.3508e+29,1.6497e+29,1.7900e+27,1.2430e+27,3.4810e+27,3.3630e+27,40.4,58.2,0.4,1.0,6.8809e+29,6.6875e+29,1.2118e+28,7.2160e+27,3.0279e+28,0.0000e+00,97.2,1.8,1.0,6.0901e+28,0.0885
306,6.8585e+29,2.7529e+29,4.0074e+29,2.9890e+27,6.8300e+27,2.1925e+29,5.6040e+28,2.3442e+29,1.6632e+29,1.7830e+27,1.2060e+27,3.4360e+27,3.3940e+27,40.1,58.4,0.4,1.0,6.8563e+29,6.6653e+29,1.2085e+28,7.0150e+27,3.0390e+28,0.0000e+00,97.2,1.8,1.0,6.1924e+28,0.0903
307,6.8353e+29,2.7143e+29,4.0232e+29,2.9600e+27,6.8230e+27,2.1577e+29,5.5661e+28,2.3539e+29,1.6693e+29,1.7550e+27,1.2050e+27,3.4000e+27,3.4230e+27,39.7,58.9,0.4,1.0,6.8376e+29,6.6454e+29,1.2384e+28,6.8320e+27,3.0496e+28,0.0000e+00,97.2,1.8,1.0,6.2334e+28,0.0912
308,6.7917e+29,2.6903e+29,4.0036e+29,2.9150e+27,6.8530e+27,2.1392e+29,5.5112e+28,2.3199e+29,1.6837e+29,1.7200e+27,1.1950e+27,3.4370e+27,3.4160e+27,39.6,58.9,0.4,1.0,6.7885e+29,6.5982e+29,1.2267e+28,6.7570e+27,3.0793e+28,0.0000e+00,97.2,1.8,1.0,6.3527e+28,0.0936
309,6.7423e+29,2.6542e+29,3.9922e+29,2.7520e+27,6.8360e+27,2.1075e+29,5.4671e+28,2.3111e+29,1.6811e+29,1.5980e+27,1.1540e+27,3.5200e+27,3.3160e+27,39.4,59.2,0.4,1.0,6.7441e+29,6.5571e+29,1.2231e+28,6.4730e+27,3.0889e+28,0.0000e+00,97.2,1.8,1.0,6.3931e+28,0.0948
310,6.6882e+29,2.6195e+29,3.9725e+29,2.7930e+27,6.8280e+27,2.0742e+29,5.4526e+28,2.2849e+29,1.6876e+29,1.6470e+27,1.1460e+27,3.4030e+27,3.4250e+27,39.2,59.4,0.4,1.0,6.6885e+29,6.5049e+29,1.2084e+28,6.2840e+27,3.0979e+28,0.0000e+00,97.3,1.8,0.9,6.4206e+28,0.0960
311,6.6504e+29,2.5900e+29,3.9652e+29,2.6940e+27,6.8180e+27,2.0461e+29,5.4391e+28,2.2772e+29,1.6880e+29,1.5300e+27,1.1640e+27,3.4120e+27,3.4060e+27,38.9,59.6,0.4,1.0,6.6530e+29,6.4721e+29,1.2121e+28,5.9740e+27,3.1062e+28,0.0000e+00,97.3,1.8,0.9,6.4602e+28,0.0971
312,6.6332e+29,2.5543e+29,3.9840e+29,2.6900e+27,6.7990e+27,2.0105e+29,5.4379e+28,2.2732e+29,1.7108e+29,1.5520e+27,1.1380e+27,3.3550e+27,3.4440e+27,38.5,60.1,0.4,1.0,6.6325e+29,6.4532e+29,1.2307e+28,5.6260e+27,3.1138e+28,0.0000e+00,97.3,1.9,0.8,6.5289e+28,0.0984
313,6.6181e+29,2.5431e+29,3.9805e+29,2.6260e+27,6.8300e+27,1.9962e+29,5.4683e+28,2.2725e+29,1.7080e+29,1.4870e+27,1.1390e+27,3.4560e+27,3.3740e+27,38.4,60.1,0.4,1.0,6.6152e+29,6.4360e+29,1.2534e+28,5.3840e+27,3.1415e+28,0.0000e+00,97.3,1.9,0.8,6.6067e+28,0.0999
314,6.5735e+29,2.4984e+29,3.9815e+29,2.5460e+27,6.8090e+27,1.9575e+29,5.4092e+28,2.2485e+29,1.7330e+29,1.4110e+27,1.1350e+27,3.4490e+27,3.3600e+27,38.0,60.6,0.4,1.0,6.5760e+29,6.4017e+29,1.2369e+28,5.0570e+27,3.1480e+28,0.0000e+00,97.4,1.9,0.8,6.7082e+28,0.1020
315,6.5538e+29,2.4807e+29,3.9781e+29,2.6420e+27,6.8520e+27,1.9379e+29,5.4286e+28,2.2478e+29,1.7303e+29,1.5190e+27,1.1230e+27,3.4190e+27,3.4330e+27,37.9,60.7,0.4,1.0,6.5556e+29,6.3836e+29,1.2386e+28,4.8080e+27,3.1749e+28,0.0000e+00,97.4,1.9,0.7,6.7337e+28,0.1027
