TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped,Hop_Count,Hop_Per_Particle
0,8.5255e+29,1.8469e+29,6.5821e+29,2.8750e+27,6.7780e+27,1.1743e+29,6.7264e+28,3.4441e+29,3.1380e+29,1.5280e+27,1.3470e+27,3.3550e+27,3.4230e+27,21.7,77.2,0.3,0.8,8.5267e+29,8.2573e+29,2.6347e+28,5.9500e+26,3.4613e+28,0.0000e+00,96.8,3.1,0.1,2.1020e+29,0.2465
1,8.6283e+29,1.8585e+29,6.6722e+29,2.9290e+27,6.8240e+27,1.1749e+29,6.8358e+28,3.4857e+29,3.1865e+29,1.5000e+27,1.4290e+27,3.4960e+27,3.3280e+27,21.5,77.3,0.3,0.8,8.6229e+29,8.3491e+29,2.6798e+28,5.8200e+26,3.4860e+28,0.0000e+00,96.8,3.1,0.1,2.1360e+29,0.2477
2,8.5770e+29,1.8419e+29,6.6376e+29,2.9620e+27,6.7800e+27,1.1614e+29,6.8053e+28,3.4746e+29,3.1630e+29,1.5580e+27,1.4040e+27,3.4340e+27,3.3460e+27,21.5,77.4,0.3,0.8,8.5787e+29,8.3109e+29,2.6183e+28,5.9400e+26,3.4592e+28,0.0000e+00,96.9,3.1,0.1,2.1279e+29,0.2480
3,8.5948e+29,1.8369e+29,6.6609e+29,2.9230e+27,6.7790e+27,1.1578e+29,6.7909e+28,3.4822e+29,3.1787e+29,1.5290e+27,1.3940e+27,3.4270e+27,3.3520e+27,21.4,77.5,0.3,0.8,8.5923e+29,8.3216e+29,2.6448e+28,6.2400e+26,3.4572e+28,0.0000e+00,96.8,3.1,0.1,2.1201e+29,0.2467
4,8.5704e+29,1.8296e+29,6.6419e+29,3.1170e+27,6.7760e+27,1.1439e+29,6.8577e+28,3.4563e+29,3.1855e+29,1.6600e+27,1.4570e+27,3.3300e+27,3.4460e+27,21.3,77.5,0.4,0.8,8.5704e+29,8.3004e+29,2.6382e+28,6.2300e+26,3.4545e+28,0.0000e+00,96.8,3.1,0.1,2.1199e+29,0.2474
5,8.6124e+29,1.8388e+29,6.6764e+29,2.8890e+27,6.8250e+27,1.1478e+29,6.9102e+28,3.4716e+29,3.2049e+29,1.4680e+27,1.4210e+27,3.4300e+27,3.3950e+27,21.4,77.5,0.3,0.8,8.6146e+29,8.3444e+29,2.6362e+28,6.5300e+26,3.4765e+28,0.0000e+00,96.9,3.1,0.1,2.1297e+29,0.2472
6,8.5448e+29,1.8240e+29,6.6237e+29,2.9470e+27,6.7640e+27,1.1347e+29,6.8922e+28,3.4437e+29,3.1801e+29,1.5460e+27,1.4010e+27,3.4180e+27,3.3460e+27,21.3,77.5,0.3,0.8,8.5438e+29,8.2738e+29,2.6360e+28,6.4700e+26,3.4470e+28,0.0000e+00,96.8,3.1,0.1,2.1111e+29,0.2471
7,8.6467e+29,1.8350e+29,6.7147e+29,2.9020e+27,6.8070e+27,1.1381e+29,6.9686e+28,3.4743e+29,3.2404e+29,1.4950e+27,1.4070e+27,3.3130e+27,3.4940e+27,21.2,77.7,0.3,0.8,8.6489e+29,8.3763e+29,2.6581e+28,6.8100e+26,3.4676e+28,0.0000e+00,96.8,3.1,0.1,2.1371e+29,0.2471
8,8.5444e+29,1.8131e+29,6.6351e+29,2.8610e+27,6.7600e+27,1.1204e+29,6.9270e+28,3.4337e+29,3.2014e+29,1.5050e+27,1.3560e+27,3.4050e+27,3.3550e+27,21.2,77.7,0.3,0.8,8.5456e+29,8.2789e+29,2.5963e+28,7.1500e+26,3.4369e+28,0.0000e+00,96.9,3.0,0.1,2.1032e+29,0.2461
9,8.5798e+29,1.8170e+29,6.6645e+29,3.0410e+27,6.7990e+27,1.1193e+29,6.9763e+28,3.4509e+29,3.2136e+29,1.5810e+27,1.4600e+27,3.3620e+27,3.4370e+27,21.2,77.7,0.4,0.8,8.5799e+29,8.3094e+29,2.6317e+28,7.2800e+26,3.4561e+28,0.0000e+00,96.8,3.1,0.1,2.1088e+29,0.2458
10,8.5567e+29,1.8155e+29,6.6430e+29,3.0250e+27,6.7960e+27,1.1183e+29,6.9720e+28,3.4443e+29,3.1987e+29,1.5740e+27,1.4510e+27,3.3940e+27,3.4020e+27,21.2,77.6,0.4,0.8,8.5639e+29,8.2938e+29,2.6255e+28,7.5600e+26,3.4493e+28,0.0000e+00,96.8,3.1,0.1,2.0939e+29,0.2445
11,8.5221e+29,1.8067e+29,6.6174e+29,3.0060e+27,6.7860e+27,1.1084e+29,6.9833e+28,3.4235e+29,3.1939e+29,1.5850e+27,1.4210e+27,3.4650e+27,3.3210e+27,21.2,77.7,0.4,0.8,8.5210e+29,8.2539e+29,2.5931e+28,7.8500e+26,3.4419e+28,0.0000e+00,96.9,3.0,0.1,2.0645e+29,0.2423
12,8.4897e+29,1.8065e+29,6.5854e+29,3.0030e+27,6.7820e+27,1.1028e+29,7.0370e+28,3.3907e+29,3.1948e+29,1.5960e+27,1.4070e+27,3.3800e+27,3.4020e+27,21.3,77.6,0.4,0.8,8.4941e+29,8.2276e+29,2.5854e+28,7.9700e+26,3.4338e+28,0.0000e+00,96.9,3.0,0.1,2.0386e+29,0.2400
13,8.5095e+29,1.8059e+29,6.6049e+29,3.0330e+27,6.8290e+27,1.0992e+29,7.0675e+28,3.4163e+29,3.1887e+29,1.6070e+27,1.4260e+27,3.4330e+27,3.3960e+27,21.2,77.6,0.4,0.8,8.5121e+29,8.2454e+29,2.5736e+28,9.3800e+26,3.4501e+28,0.0000e+00,96.9,3.0,0.1,2.0465e+29,0.2404
14,8.4124e+29,1.7856e+29,6.5297e+29,2.9440e+27,6.7580e+27,1.0847e+29,7.0096e+28,3.3747e+29,3.1550e+29,1.5480e+27,1.3960e+27,3.3660e+27,3.3920e+27,21.2,77.6,0.3,0.8,8.4145e+29,8.1530e+29,2.5197e+28,9.5500e+26,3.4157e+28,0.0000e+00,96.9,3.0,0.1,2.0082e+29,0.2387
15,8.4225e+29,1.7929e+29,6.5314e+29,3.0070e+27,6.8040e+27,1.0852e+29,7.0778e+28,3.3486e+29,3.1828e+29,1.5970e+27,1.4100e+27,3.4250e+27,3.3790e+27,21.3,77.5,0.4,0.8,8.4238e+29,8.1652e+29,2.4844e+28,1.0190e+27,3.4306e+28,0.0000e+00,96.9,2.9,0.1,2.0065e+29,0.2382
16,8.3722e+29,1.7825e+29,6.4923e+29,2.9560e+27,6.7880e+27,1.0800e+29,7.0244e+28,3.3428e+29,3.1495e+29,1.5620e+27,1.3940e+27,3.3370e+27,3.4510e+27,21.3,77.5,0.4,0.8,8.3800e+29,8.1203e+29,2.4834e+28,1.1340e+27,3.4199e+28,0.0000e+00,96.9,3.0,0.1,1.9693e+29,0.2350
17,8.2891e+29,1.7803e+29,6.4116e+29,2.9320e+27,6.7810e+27,1.0706e+29,7.0971e+28,3.2928e+29,3.1188e+29,1.5310e+27,1.4010e+27,3.4520e+27,3.3290e+27,21.5,77.4,0.4,0.8,8.2927e+29,8.0365e+29,2.4346e+28,1.2680e+27,3.4086e+28,0.0000e+00,96.9,2.9,0.2,1.9347e+29,0.2333
18,8.2320e+29,1.7761e+29,6.3576e+29,3.0160e+27,6.8120e+27,1.0637e+29,7.1243e+28,3.2541e+29,3.1035e+29,1.5920e+27,1.4240e+27,3.3810e+27,3.4310e+27,21.6,77.2,0.4,0.8,8.2388e+29,7.9833e+29,2.4207e+28,1.3410e+27,3.4212e+28,0.0000e+00,96.9,2.9,0.2,1.9012e+29,0.2308
19,8.1418e+29,1.7651e+29,6.2788e+29,2.9860e+27,6.8020e+27,1.0597e+29,7.0537e+28,3.2164e+29,3.0624e+29,1.5680e+27,1.4180e+27,3.4010e+27,3.4010e+27,21.7,77.1,0.4,0.8,8.1480e+29,7.8973e+29,2.3623e+28,1.4470e+27,3.4085e+28,0.0000e+00,96.9,2.9,0.2,1.8472e+29,0.2267
20,8.0407e+29,1.7588e+29,6.1849e+29,2.9150e+27,6.7830e+27,1.0527e+29,7.0608e+28,3.1603e+29,3.0245e+29,1.5530e+27,1.3620e+27,3.4200e+27,3.3630e+27,21.9,76.9,0.4,0.8,8.0445e+29,7.7983e+29,2.3104e+28,1.5150e+27,3.3953e+28,0.0000e+00,96.9,2.9,0.2,1.7884e+29,0.2223
21,7.9284e+29,1.7476e+29,6.0835e+29,2.9720e+27,6.7700e+27,1.0422e+29,7.0540e+28,3.1042e+29,2.9792e+29,1.5540e+27,1.4180e+27,3.3550e+27,3.4150e+27,22.0,76.7,0.4,0.9,7.9410e+29,7.6967e+29,2.2683e+28,1.7470e+27,3.3814e+28,0.0000e+00,96.9,2.9,0.2,1.7405e+29,0.2192
22,7.8763e+29,1.7541e+29,6.0247e+29,2.9490e+27,6.8100e+27,1.0470e+29,7.0706e+28,3.0852e+29,2.9395e+29,1.5630e+27,1.3860e+27,3.3410e+27,3.4690e+27,22.3,76.5,0.4,0.9,7.8805e+29,7.6405e+29,2.2067e+28,1.9340e+27,3.3912e+28,0.0000e+00,97.0,2.8,0.2,1.6909e+29,0.2146
23,7.7782e+29,1.7425e+29,5.9393e+29,2.8780e+27,6.7730e+27,1.0357e+29,7.0675e+28,3.0347e+29,2.9045e+29,1.4820e+27,1.3960e+27,3.3910e+27,3.3820e+27,22.4,76.4,0.4,0.9,7.7870e+29,7.5517e+29,2.1403e+28,2.1260e+27,3.3761e+28,0.0000e+00,97.0,2.7,0.3,1.6424e+29,0.2109
24,7.6799e+29,1.7336e+29,5.8491e+29,2.9070e+27,6.8180e+27,1.0265e+29,7.0705e+28,2.9902e+29,2.8588e+29,1.5540e+27,1.3530e+27,3.4660e+27,3.3520e+27,22.6,76.2,0.4,0.9,7.6886e+29,7.4549e+29,2.1089e+28,2.2830e+27,3.3843e+28,0.0000e+00,97.0,2.7,0.3,1.5949e+29,0.2074
25,7.5196e+29,1.7141e+29,5.7085e+29,2.9430e+27,6.7590e+27,1.0185e+29,6.9558e+28,2.9188e+29,2.7897e+29,1.5490e+27,1.3940e+27,3.3800e+27,3.3790e+27,22.8,75.9,0.4,0.9,7.5247e+29,7.2990e+29,2.0117e+28,2.4560e+27,3.3441e+28,0.0000e+00,97.0,2.7,0.3,1.5308e+29,0.2034
26,7.4422e+29,1.7141e+29,5.6325e+29,2.7670e+27,6.7900e+27,1.0179e+29,6.9625e+28,2.8796e+29,2.7529e+29,1.4160e+27,1.3510e+27,3.4440e+27,3.3460e+27,23.0,75.7,0.4,0.9,7.4542e+29,7.2278e+29,1.9903e+28,2.7380e+27,3.3511e+28,0.0000e+00,97.0,2.7,0.4,1.4800e+29,0.1986
27,7.3053e+29,1.7080e+29,5.5013e+29,2.7780e+27,6.8190e+27,1.0115e+29,6.9650e+28,2.8016e+29,2.6997e+29,1.4930e+27,1.2850e+27,3.4680e+27,3.3510e+27,23.4,75.3,0.4,0.9,7.3136e+29,7.0950e+29,1.9024e+28,2.8390e+27,3.3572e+28,0.0000e+00,97.0,2.6,0.4,1.4177e+29,0.1938
28,7.1626e+29,1.6877e+29,5.3788e+29,2.8170e+27,6.8040e+27,9.9507e+28,6.9258e+28,2.7366e+29,2.6422e+29,1.4240e+27,1.3930e+27,3.4370e+27,3.3670e+27,23.6,75.1,0.4,0.9,7.1707e+29,6.9556e+29,1.8413e+28,3.0930e+27,3.3390e+28,0.0000e+00,97.0,2.6,0.4,1.3481e+29,0.1880
29,7.0154e+29,1.6774e+29,5.2423e+29,2.7730e+27,6.7950e+27,9.9024e+28,6.8718e+28,2.6868e+29,2.5555e+29,1.5050e+27,1.2680e+27,3.3560e+27,3.4390e+27,23.9,74.7,0.4,1.0,7.0250e+29,6.8135e+29,1.7766e+28,3.3870e+27,3.3203e+28,0.0000e+00,97.0,2.5,0.5,1.2936e+29,0.1841
30,6.9191e+29,1.6714e+29,5.1525e+29,2.7050e+27,6.8140e+27,9.8516e+28,6.8624e+28,2.6182e+29,2.5343e+29,1.3630e+27,1.3420e+27,3.4350e+27,3.3790e+27,24.2,74.5,0.4,1.0,6.9275e+29,6.7208e+29,1.7244e+28,3.4200e+27,3.3244e+28,0.0000e+00,97.0,2.5,0.5,1.2392e+29,0.1789
31,6.7582e+29,1.6545e+29,5.0082e+29,2.7460e+27,6.7960e+27,9.7601e+28,6.7853e+28,2.5471e+29,2.4611e+29,1.4320e+27,1.3140e+27,3.4190e+27,3.3770e+27,24.5,74.1,0.4,1.0,6.7674e+29,6.5634e+29,1.6740e+28,3.6600e+27,3.3046e+28,0.0000e+00,97.0,2.5,0.5,1.1806e+29,0.1744
32,6.6716e+29,1.6537e+29,4.9225e+29,2.7250e+27,6.8190e+27,9.7192e+28,6.8179e+28,2.5080e+29,2.4145e+29,1.3910e+27,1.3340e+27,3.3690e+27,3.4500e+27,24.8,73.8,0.4,1.0,6.6795e+29,6.4792e+29,1.6275e+28,3.7630e+27,3.3072e+28,0.0000e+00,97.0,2.4,0.6,1.1367e+29,0.1702
33,6.5274e+29,1.6361e+29,4.7968e+29,2.6500e+27,6.7980e+27,9.6238e+28,6.7376e+28,2.4426e+29,2.3542e+29,1.3500e+27,1.3000e+27,3.3830e+27,3.4150e+27,25.1,73.5,0.4,1.0,6.5364e+29,6.3436e+29,1.5356e+28,3.9240e+27,3.2863e+28,0.0000e+00,97.1,2.3,0.6,1.0898e+29,0.1667
34,6.4127e+29,1.6311e+29,4.6874e+29,2.6010e+27,6.8220e+27,9.6256e+28,6.6849e+28,2.3906e+29,2.2968e+29,1.3390e+27,1.2620e+27,3.3510e+27,3.4710e+27,25.4,73.1,0.4,1.1,6.4172e+29,6.2232e+29,1.5171e+28,4.2330e+27,3.2875e+28,0.0000e+00,97.0,2.4,0.7,1.0399e+29,0.1620
35,6.2745e+29,1.6067e+29,4.5738e+29,2.6060e+27,6.7980e+27,9.4883e+28,6.5783e+28,2.3294e+29,2.2445e+29,1.3130e+27,1.2930e+27,3.3250e+27,3.4730e+27,25.6,72.9,0.4,1.1,6.2839e+29,6.0971e+29,1.4503e+28,4.1770e+27,3.2655e+28,0.0000e+00,97.0,2.3,0.7,9.9177e+28,0.1578
36,6.2039e+29,1.6018e+29,4.5086e+29,2.5280e+27,6.8200e+27,9.4755e+28,6.5429e+28,2.2901e+29,2.2185e+29,1.2910e+27,1.2370e+27,3.4480e+27,3.3720e+27,25.8,72.7,0.4,1.1,6.2096e+29,6.0237e+29,1.4122e+28,4.4690e+27,3.2654e+28,0.0000e+00,97.0,2.3,0.7,9.6998e+28,0.1562
37,6.0623e+29,1.5925e+29,4.3767e+29,2.5090e+27,6.8030e+27,9.3968e+28,6.5277e+28,2.2300e+29,2.1467e+29,1.2990e+27,1.2100e+27,3.4350e+27,3.3680e+27,26.3,72.2,0.4,1.1,6.0705e+29,5.8905e+29,1.3409e+28,4.5880e+27,3.2423e+28,0.0000e+00,97.0,2.2,0.8,9.2387e+28,0.1522
38,6.0255e+29,1.5924e+29,4.3394e+29,2.5620e+27,6.8090e+27,9.3892e+28,6.5348e+28,2.2059e+29,2.1335e+29,1.3280e+27,1.2340e+27,3.4300e+27,3.3790e+27,26.4,72.0,0.4,1.1,6.0310e+29,5.8510e+29,1.3269e+28,4.7260e+27,3.2408e+28,0.0000e+00,97.0,2.2,0.8,8.9581e+28,0.1485
39,5.8854e+29,1.5757e+29,4.2179e+29,2.3860e+27,6.7940e+27,9.3116e+28,6.4458e+28,2.1398e+29,2.0781e+29,1.2270e+27,1.1590e+27,3.3750e+27,3.4190e+27,26.8,71.7,0.4,1.2,5.8888e+29,5.7131e+29,1.2844e+28,4.7340e+27,3.2168e+28,0.0000e+00,97.0,2.2,0.8,8.6039e+28,0.1461
40,5.8146e+29,1.5728e+29,4.1491e+29,2.4620e+27,6.8160e+27,9.3718e+28,6.3563e+28,2.1187e+29,2.0303e+29,1.2840e+27,1.1780e+27,3.3170e+27,3.4990e+27,27.0,71.4,0.4,1.2,5.8217e+29,5.6469e+29,1.2557e+28,4.9200e+27,3.2141e+28,0.0000e+00,97.0,2.2,0.8,8.4109e+28,0.1445
41,5.7443e+29,1.5666e+29,4.0849e+29,2.4350e+27,6.8340e+27,9.3264e+28,6.3400e+28,2.0922e+29,1.9928e+29,1.2430e+27,1.1920e+27,3.3970e+27,3.4370e+27,27.3,71.1,0.4,1.2,5.7485e+29,5.5760e+29,1.2235e+28,5.0200e+27,3.2106e+28,0.0000e+00,97.0,2.1,0.9,8.2146e+28,0.1429
42,5.6578e+29,1.5469e+29,4.0189e+29,2.3960e+27,6.8030e+27,9.1733e+28,6.2952e+28,2.0512e+29,1.9678e+29,1.2030e+27,1.1930e+27,3.4520e+27,3.3510e+27,27.3,71.0,0.4,1.2,5.6632e+29,5.4940e+29,1.1942e+28,4.9740e+27,3.1851e+28,0.0000e+00,97.0,2.1,0.9,7.9449e+28,0.1403
43,5.6082e+29,1.5496e+29,3.9653e+29,2.4920e+27,6.8360e+27,9.2201e+28,6.2759e+28,2.0198e+29,1.9456e+29,1.2540e+27,1.2380e+27,3.3840e+27,3.4520e+27,27.6,70.7,0.4,1.2,5.6102e+29,5.4428e+29,1.1752e+28,4.9920e+27,3.1804e+28,0.0000e+00,97.0,2.1,0.9,7.8447e+28,0.1398
44,5.4795e+29,1.5304e+29,3.8585e+29,2.2570e+27,6.8010e+27,9.1454e+28,6.1588e+28,1.9786e+29,1.8799e+29,1.1690e+27,1.0880e+27,3.3390e+27,3.4620e+27,27.9,70.4,0.4,1.2,5.4857e+29,5.3234e+29,1.1203e+28,5.0310e+27,3.1540e+28,0.0000e+00,97.0,2.0,0.9,7.4968e+28,0.1367
45,5.4080e+29,1.5250e+29,3.7920e+29,2.2830e+27,6.8170e+27,9.1240e+28,6.1261e+28,1.9445e+29,1.8476e+29,1.1510e+27,1.1320e+27,3.3650e+27,3.4520e+27,28.2,70.1,0.4,1.3,5.4122e+29,5.2529e+29,1.0889e+28,5.0360e+27,3.1482e+28,0.0000e+00,97.1,2.0,0.9,7.3193e+28,0.1352
46,5.3656e+29,1.5236e+29,3.7510e+29,2.2670e+27,6.8370e+27,9.1632e+28,6.0725e+28,1.9366e+29,1.8144e+29,1.1640e+27,1.1030e+27,3.4110e+27,3.4260e+27,28.4,69.9,0.4,1.3,5.3706e+29,5.2126e+29,1.0633e+28,5.1680e+27,3.1416e+28,0.0000e+00,97.1,2.0,1.0,7.2159e+28,0.1344
47,5.3058e+29,1.5226e+29,3.6918e+29,2.2940e+27,6.8390e+27,9.1724e+28,6.0538e+28,1.9037e+29,1.7882e+29,1.1410e+27,1.1530e+27,3.4700e+27,3.3690e+27,28.7,69.6,0.4,1.3,5.3079e+29,5.1489e+29,1.0627e+28,5.2700e+27,3.1344e+28,0.0000e+00,97.0,2.0,1.0,6.9694e+28,0.1313
48,5.2636e+29,1.5113e+29,3.6613e+29,2.2790e+27,6.8190e+27,9.1383e+28,5.9749e+28,1.8878e+29,1.7735e+29,1.1920e+27,1.0870e+27,3.4080e+27,3.4110e+27,28.7,69.6,0.4,1.3,5.2675e+29,5.1113e+29,1.0352e+28,5.2620e+27,3.1062e+28,0.0000e+00,97.0,2.0,1.0,6.9381e+28,0.1317
49,5.2093e+29,1.5167e+29,3.6017e+29,2.2690e+27,6.8250e+27,9.1883e+28,5.9785e+28,1.8685e+29,1.7332e+29,1.1250e+27,1.1440e+27,3.4670e+27,3.3580e+27,29.1,69.1,0.4,1.3,5.2082e+29,5.0534e+29,1.0107e+28,5.3740e+27,3.0979e+28,0.0000e+00,97.0,1.9,1.0,6.6827e+28,0.1283
50,5.1848e+29,1.5120e+29,3.5821e+29,2.2230e+27,6.8450e+27,9.1966e+28,5.9235e+28,1.8558e+29,1.7263e+29,1.0990e+27,1.1240e+27,3.4090e+27,3.4360e+27,29.2,69.1,0.4,1.3,5.1894e+29,5.0371e+29,9.9130e+27,5.3110e+27,3.0889e+28,0.0000e+00,97.1,1.9,1.0,6.6140e+28,0.1275
51,5.1324e+29,1.4976e+29,3.5445e+29,2.2140e+27,6.8160e+27,9.1432e+28,5.8324e+28,1.8414e+29,1.7032e+29,1.1180e+27,1.0960e+27,3.3840e+27,3.4320e+27,29.2,69.1,0.4,1.3,5.1362e+29,4.9851e+29,9.7940e+27,5.3200e+27,3.0596e+28,0.0000e+00,97.1,1.9,1.0,6.5601e+28,0.1277
52,5.1235e+29,1.5097e+29,3.5233e+29,2.1880e+27,6.8660e+27,9.2586e+28,5.8385e+28,1.8366e+29,1.6867e+29,1.1600e+27,1.0280e+27,3.3930e+27,3.4730e+27,29.5,68.8,0.4,1.3,5.1271e+29,4.9766e+29,9.7460e+27,5.3060e+27,3.0692e+28,0.0000e+00,97.1,1.9,1.0,6.4296e+28,0.1254
53,5.0445e+29,1.4971e+29,3.4571e+29,2.2220e+27,6.8120e+27,9.2534e+28,5.7180e+28,1.8122e+29,1.6449e+29,1.1200e+27,1.1020e+27,3.4100e+27,3.4020e+27,29.7,68.5,0.4,1.4,5.0466e+29,4.8973e+29,9.5660e+27,5.3660e+27,3.0390e+28,0.0000e+00,97.0,1.9,1.1,6.2842e+28,0.1245
54,5.0232e+29,1.5012e+29,3.4320e+29,2.1680e+27,6.8350e+27,9.2801e+28,5.7316e+28,1.8139e+29,1.6181e+29,1.1240e+27,1.0440e+27,3.3840e+27,3.4510e+27,29.9,68.3,0.4,1.4,5.0232e+29,4.8751e+29,9.4920e+27,5.3140e+27,3.0279e+28,0.0000e+00,97.1,1.9,1.1,6.2187e+28,0.1238
55,4.9975e+29,1.4955e+29,3.4122e+29,2.1730e+27,6.8040e+27,9.2929e+28,5.6625e+28,1.7930e+29,1.6192e+29,1.0890e+27,1.0840e+27,3.3380e+27,3.4660e+27,29.9,68.3,0.4,1.4,5.0017e+29,4.8540e+29,9.2850e+27,5.4810e+27,2.9973e+28,0.0000e+00,97.0,1.9,1.1,6.1615e+28,0.1232
56,4.9891e+29,1.5040e+29,3.3951e+29,2.1390e+27,6.8610e+27,9.3746e+28,5.6652e+28,1.7886e+29,1.6065e+29,1.0910e+27,1.0480e+27,3.4580e+27,3.4030e+27,30.1,68.1,0.4,1.4,4.9910e+29,4.8454e+29,9.0820e+27,5.4740e+27,3.0040e+28,0.0000e+00,97.1,1.8,1.1,6.0366e+28,0.1209
57,4.9419e+29,1.5010e+29,3.3518e+29,2.1150e+27,6.8080e+27,9.3840e+28,5.6255e+28,1.7669e+29,1.5849e+29,1.0530e+27,1.0620e+27,3.4530e+27,3.3550e+27,30.4,67.8,0.4,1.4,4.9409e+29,4.7989e+29,8.8620e+27,5.3340e+27,2.9727e+28,0.0000e+00,97.1,1.8,1.1,5.9806e+28,0.1210
58,4.9594e+29,1.5054e+29,3.3631e+29,2.2240e+27,6.8760e+27,9.4569e+28,5.5967e+28,1.8008e+29,1.5623e+29,1.1010e+27,1.1230e+27,3.4020e+27,3.4740e+27,30.4,67.8,0.4,1.4,4.9644e+29,4.8213e+29,8.8150e+27,5.4980e+27,2.9779e+28,0.0000e+00,97.1,1.8,1.1,5.9035e+28,0.1189
59,4.8816e+29,1.5014e+29,3.2907e+29,2.1230e+27,6.8340e+27,9.4984e+28,5.5155e+28,1.7590e+29,1.5317e+29,1.0610e+27,1.0620e+27,3.4840e+27,3.3500e+27,30.8,67.4,0.4,1.4,4.8804e+29,4.7392e+29,8.7250e+27,5.4000e+27,2.9458e+28,0.0000e+00,97.1,1.8,1.1,5.7441e+28,0.1177
60,4.8625e+29,1.5011e+29,3.2709e+29,2.1990e+27,6.8410e+27,9.5095e+28,5.5018e+28,1.7652e+29,1.5057e+29,1.0730e+27,1.1260e+27,3.4600e+27,3.3810e+27,30.9,67.3,0.5,1.4,4.8655e+29,4.7241e+29,8.7710e+27,5.3650e+27,2.9317e+28,0.0000e+00,97.1,1.8,1.1,5.6557e+28,0.1162
61,4.8420e+29,1.5071e+29,3.2456e+29,2.0730e+27,6.8530e+27,9.6312e+28,5.4401e+28,1.7517e+29,1.4939e+29,1.0660e+27,1.0070e+27,3.4160e+27,3.4370e+27,31.1,67.0,0.4,1.4,4.8445e+29,4.7054e+29,8.4650e+27,5.4380e+27,2.9172e+28,0.0000e+00,97.1,1.7,1.1,5.6058e+28,0.1157
62,4.8455e+29,1.5069e+29,3.2484e+29,2.1660e+27,6.8470e+27,9.7017e+28,5.3676e+28,1.7702e+29,1.4782e+29,1.1070e+27,1.0590e+27,3.3680e+27,3.4790e+27,31.1,67.0,0.4,1.4,4.8474e+29,4.7084e+29,8.4880e+27,5.4100e+27,2.9021e+28,0.0000e+00,97.1,1.8,1.1,5.5726e+28,0.1150
63,4.8215e+29,1.5043e+29,3.2279e+29,2.0650e+27,6.8560e+27,9.7232e+28,5.3201e+28,1.7602e+29,1.4677e+29,1.0670e+27,9.9800e+26,3.4480e+27,3.4080e+27,31.2,66.9,0.4,1.4,4.8252e+29,4.6891e+29,8.2430e+27,5.3590e+27,2.8866e+28,0.0000e+00,97.2,1.7,1.1,5.4509e+28,0.1130
64,4.7740e+29,1.5060e+29,3.1783e+29,2.1220e+27,6.8510e+27,9.7559e+28,5.3039e+28,1.7249e+29,1.4534e+29,1.0690e+27,1.0530e+27,3.4800e+27,3.3710e+27,31.5,66.6,0.4,1.4,4.7740e+29,4.6368e+29,8.3150e+27,5.4070e+27,2.8706e+28,0.0000e+00,97.1,1.7,1.1,5.3479e+28,0.1120
65,4.7883e+29,1.5235e+29,3.1738e+29,2.2400e+27,6.8570e+27,9.7852e+28,5.4499e+28,1.6056e+29,1.5683e+29,1.2050e+27,1.0350e+27,3.4030e+27,3.4540e+27,31.8,66.3,0.5,1.4,4.7903e+29,4.6538e+29,8.2630e+27,5.3860e+27,2.8542e+28,0.0000e+00,97.2,1.7,1.1,5.3527e+28,0.1117
66,4.8086e+29,1.5500e+29,3.1680e+29,2.2070e+27,6.8560e+27,1.0085e+29,5.4157e+28,1.6131e+29,1.5549e+29,1.1940e+27,1.0130e+27,3.3570e+27,3.4990e+27,32.2,65.9,0.5,1.4,4.8076e+29,4.6716e+29,8.0820e+27,5.5200e+27,2.8374e+28,0.0000e+00,97.2,1.7,1.1,5.3375e+28,0.1110
67,4.8123e+29,1.5763e+29,3.1456e+29,2.1830e+27,6.8590e+27,1.0383e+29,5.3798e+28,1.6245e+29,1.5211e+29,1.1990e+27,9.8400e+26,3.4010e+27,3.4580e+27,32.8,65.4,0.5,1.4,4.8145e+29,4.6773e+29,8.1930e+27,5.5300e+27,2.8202e+28,0.0000e+00,97.1,1.7,1.1,5.2490e+28,0.1090
68,4.8312e+29,1.6013e+29,3.1393e+29,2.1990e+27,6.8610e+27,1.0635e+29,5.3775e+28,1.6211e+29,1.5183e+29,1.2120e+27,9.8700e+26,3.4160e+27,3.4450e+27,33.1,65.0,0.5,1.4,4.8280e+29,4.6915e+29,8.1140e+27,5.5350e+27,2.8027e+28,0.0000e+00,97.2,1.7,1.1,5.2146e+28,0.1080
69,4.8600e+29,1.6422e+29,3.1265e+29,2.2380e+27,6.8940e+27,1.1020e+29,5.4018e+28,1.6203e+29,1.5062e+29,1.1750e+27,1.0630e+27,3.4560e+27,3.4380e+27,33.8,64.3,0.5,1.4,4.8614e+29,4.7229e+29,7.9190e+27,5.9260e+27,2.8009e+28,0.0000e+00,97.2,1.6,1.2,5.0855e+28,0.1046
