TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
157,3.0033e+29,6.2228e+28,2.1603e+29,1.5028e+28,7.0510e+27,5.6747e+28,5.4810e+27,1.9210e+29,2.3929e+28,1.3113e+28,1.9150e+27,3.5260e+27,3.5250e+27,20.7,71.9,5.0,2.3,3.0017e+29,2.9367e+29,3.4440e+27,3.0580e+27,0.0000e+00,0.0000e+00,97.8,1.1,1.0
158,3.0555e+29,6.2975e+28,2.2042e+29,1.5086e+28,7.0670e+27,5.7438e+28,5.5370e+27,1.9632e+29,2.4109e+28,1.3169e+28,1.9170e+27,3.4770e+27,3.5900e+27,20.6,72.1,4.9,2.3,3.0550e+29,2.9878e+29,3.5320e+27,3.1850e+27,0.0000e+00,0.0000e+00,97.8,1.2,1.0
159,3.1104e+29,6.4347e+28,2.2470e+29,1.4926e+28,7.0720e+27,5.8502e+28,5.8450e+27,2.0012e+29,2.4577e+28,1.2991e+28,1.9350e+27,3.4970e+27,3.5750e+27,20.7,72.2,4.8,2.3,3.1099e+29,3.0413e+29,3.7580e+27,3.1000e+27,0.0000e+00,0.0000e+00,97.8,1.2,1.0
160,3.1546e+29,6.4687e+28,2.2873e+29,1.5004e+28,7.0440e+27,5.8871e+28,5.8160e+27,2.0380e+29,2.4932e+28,1.2977e+28,2.0270e+27,3.5080e+27,3.5360e+27,20.5,72.5,4.8,2.2,3.1528e+29,3.0856e+29,3.7880e+27,2.9370e+27,0.0000e+00,0.0000e+00,97.9,1.2,0.9
161,3.2162e+29,6.5439e+28,2.3318e+29,1.5951e+28,7.0480e+27,5.8596e+28,6.8430e+27,2.0439e+29,2.8793e+28,1.3696e+28,2.2550e+27,3.5470e+27,3.5010e+27,20.3,72.5,5.0,2.2,3.2134e+29,3.1450e+29,3.8650e+27,2.9730e+27,0.0000e+00,0.0000e+00,97.9,1.2,0.9
162,3.2843e+29,6.6617e+28,2.3777e+29,1.6963e+28,7.0880e+27,5.8869e+28,7.7480e+27,2.0537e+29,3.2394e+28,1.4455e+28,2.5080e+27,3.5110e+27,3.5770e+27,20.3,72.4,5.2,2.2,3.2835e+29,3.2135e+29,3.8760e+27,3.1190e+27,0.0000e+00,0.0000e+00,97.9,1.2,0.9
163,3.3124e+29,6.6502e+28,2.4104e+29,1.6633e+28,7.0660e+27,5.8961e+28,7.5410e+27,2.0863e+29,3.2410e+28,1.4084e+28,2.5490e+27,3.4730e+27,3.5930e+27,20.1,72.8,5.0,2.1,3.3132e+29,3.2439e+29,3.9560e+27,2.9680e+27,0.0000e+00,0.0000e+00,97.9,1.2,0.9
164,3.3466e+29,6.7715e+28,2.4334e+29,1.6559e+28,7.0510e+27,5.9930e+28,7.7850e+27,2.1086e+29,3.2477e+28,1.3878e+28,2.6810e+27,3.5870e+27,3.4640e+27,20.2,72.7,4.9,2.1,3.3463e+29,3.2760e+29,4.0320e+27,3.0000e+27,0.0000e+00,0.0000e+00,97.9,1.2,0.9
165,3.4173e+29,6.8655e+28,2.4908e+29,1.6909e+28,7.0840e+27,6.0140e+28,8.5150e+27,2.1410e+29,3.4986e+28,1.4058e+28,2.8510e+27,3.5580e+27,3.5260e+27,20.1,72.9,4.9,2.1,3.4145e+29,3.3450e+29,4.1100e+27,2.8430e+27,0.0000e+00,0.0000e+00,98.0,1.2,0.8
166,3.4616e+29,6.8740e+28,2.5212e+29,1.8227e+28,7.0740e+27,5.8908e+28,9.8320e+27,2.1035e+29,4.1775e+28,1.4947e+28,3.2800e+27,3.5310e+27,3.5430e+27,19.9,72.8,5.3,2.0,3.4612e+29,3.3883e+29,4.1530e+27,3.1380e+27,0.0000e+00,0.0000e+00,97.9,1.2,0.9
167,3.4981e+29,6.9377e+28,2.5509e+29,1.8271e+28,7.0770e+27,5.9534e+28,9.8430e+27,2.1334e+29,4.1745e+28,1.4915e+28,3.3560e+27,3.5240e+27,3.5530e+27,19.8,72.9,5.2,2.0,3.4993e+29,3.4270e+29,4.1580e+27,3.0720e+27,0.0000e+00,0.0000e+00,97.9,1.2,0.9
168,3.5213e+29,6.9821e+28,2.5724e+29,1.7997e+28,7.0690e+27,5.9860e+28,9.9610e+27,2.1643e+29,4.0811e+28,1.4655e+28,3.3420e+27,3.5680e+27,3.5010e+27,19.8,73.1,5.1,2.0,3.5198e+29,3.4478e+29,4.1950e+27,3.0100e+27,0.0000e+00,0.0000e+00,98.0,1.2,0.9
169,3.5682e+29,7.0312e+28,2.6138e+29,1.8053e+28,7.0810e+27,6.0101e+28,1.0211e+28,2.1963e+29,4.1742e+28,1.4516e+28,3.5370e+27,3.5220e+27,3.5590e+27,19.7,73.3,5.1,2.0,3.5661e+29,3.4948e+29,4.2290e+27,2.8960e+27,0.0000e+00,0.0000e+00,98.0,1.2,0.8
170,3.6006e+29,7.0695e+28,2.6311e+29,1.9215e+28,7.0440e+27,5.8243e+28,1.2452e+28,2.1159e+29,5.1524e+28,1.5115e+28,4.1000e+27,3.5920e+27,3.4520e+27,19.6,73.1,5.3,2.0,3.6015e+29,3.5273e+29,4.3450e+27,3.0730e+27,0.0000e+00,0.0000e+00,97.9,1.2,0.9
171,3.6412e+29,7.1482e+28,2.6652e+29,1.9035e+28,7.0790e+27,5.8626e+28,1.2856e+28,2.1452e+29,5.2006e+28,1.4779e+28,4.2560e+27,3.4950e+27,3.5840e+27,19.6,73.2,5.2,1.9,3.6405e+29,3.5678e+29,4.2780e+27,2.9910e+27,0.0000e+00,0.0000e+00,98.0,1.2,0.8
172,3.6510e+29,7.1943e+28,2.6750e+29,1.8588e+28,7.0720e+27,5.9259e+28,1.2684e+28,2.1693e+29,5.0565e+28,1.4447e+28,4.1410e+27,3.5300e+27,3.5420e+27,19.7,73.3,5.1,1.9,3.6498e+29,3.5756e+29,4.4080e+27,3.0050e+27,0.0000e+00,0.0000e+00,98.0,1.2,0.8
173,3.6789e+29,7.2159e+28,2.7028e+29,1.8374e+28,7.0800e+27,5.9572e+28,1.2587e+28,2.2069e+29,4.9585e+28,1.4266e+28,4.1080e+27,3.5320e+27,3.5480e+27,19.6,73.5,5.0,1.9,3.6794e+29,3.6059e+29,4.3790e+27,2.9650e+27,0.0000e+00,0.0000e+00,98.0,1.2,0.8
174,3.7116e+29,7.2415e+28,2.7178e+29,1.9890e+28,7.0770e+27,5.6658e+28,1.5757e+28,2.0905e+29,6.2730e+28,1.4889e+28,5.0010e+27,3.6140e+27,3.4630e+27,19.5,73.2,5.4,1.9,3.7110e+29,3.6364e+29,4.4880e+27,2.9690e+27,0.0000e+00,0.0000e+00,98.0,1.2,0.8
175,3.7281e+29,7.2510e+28,2.7354e+29,1.9681e+28,7.0840e+27,5.6943e+28,1.5567e+28,2.1253e+29,6.1010e+28,1.4549e+28,5.1320e+27,3.5320e+27,3.5520e+27,19.4,73.4,5.3,1.9,3.7278e+29,3.6520e+29,4.5100e+27,3.0660e+27,0.0000e+00,0.0000e+00,98.0,1.2,0.8
176,3.7477e+29,7.3287e+28,2.7473e+29,1.9694e+28,7.0580e+27,5.7761e+28,1.5526e+28,2.1445e+29,6.0277e+28,1.4505e+28,5.1890e+27,3.6020e+27,3.4560e+27,19.6,73.3,5.3,1.9,3.7480e+29,3.6713e+29,4.5840e+27,3.0820e+27,0.0000e+00,0.0000e+00,98.0,1.2,0.8
177,3.7948e+29,7.3575e+28,2.7958e+29,1.9230e+28,7.0910e+27,5.8009e+28,1.5566e+28,2.1930e+29,6.0281e+28,1.4117e+28,5.1130e+27,3.5550e+27,3.5360e+27,19.4,73.7,5.1,1.9,3.7940e+29,3.7190e+29,4.5490e+27,2.9560e+27,0.0000e+00,0.0000e+00,98.0,1.2,0.8
178,3.7986e+29,7.3879e+28,2.7866e+29,2.0254e+28,7.0650e+27,5.4559e+28,1.9320e+28,2.0429e+29,7.4364e+28,1.4183e+28,6.0710e+27,3.5050e+27,3.5600e+27,19.4,73.4,5.3,1.9,3.7967e+29,3.7201e+29,4.6030e+27,3.0510e+27,0.0000e+00,0.0000e+00,98.0,1.2,0.8
179,3.8371e+29,7.4116e+28,2.8254e+29,1.9978e+28,7.0760e+27,5.4812e+28,1.9304e+28,2.0855e+29,7.3992e+28,1.3964e+28,6.0140e+27,3.6310e+27,3.4450e+27,19.3,73.6,5.2,1.8,3.8384e+29,3.7627e+29,4.5750e+27,3.0010e+27,0.0000e+00,0.0000e+00,98.0,1.2,0.8
